Group,DMN_1,DMN_2,DMN_3,DMN_4,DMN_5,DMN_6,DMN_7,DMN_8,DMN_9,DMN_10,DMN_11,SMN_1,SMN_2,SMN_3,SMN_4,SMN_5,SMN_6,VIS_1,VIS_2,VIS_3,VIS_4,VIS_5,VIS_6,VIS_7,VIS_8,VIS_9,VIS_10,VIS_11,VIS_12,SC_1,SC_2,SC_3,SC_4,SC_5,SC_6,SC_7,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,CC_15,CC_16,CC_17,CC_18,AUD_1,AUD_2,AUD_3,AUD_4,AUD_5,AUD_6
young,1.7195686360718696,1.0088959492735814,2.0112705347369437,3.0108817459457713,1.160934561427924,0.8810262942255203,1.5289873695826894,2.4413517522045622,0.7427645819134021,1.9885753884832271,1.1172757655642263,0.9081354880373901,1.0659723639059266,2.371832164148008,1.9156545779766032,0.4448524584421862,1.288993602025441,0.38541006372643183,2.0777814192635056,0.9677665786571804,0.9346145187786834,1.1932461674316643,1.3557673748893113,1.352062589445429,1.4488467586061158,0.9326603568760685,1.067060428067798,1.6817334091031904,1.6175914097052075,1.3698993840021114,0.27418684176569835,0.9337886424570128,0.31665028348886826,0.4055038315822358,0.25181690940810175,0.67338256478406,1.4762250899568952,0.375175497186222,0.4574195509094451,0.3951723564230745,1.531385067610839,1.0290919408896206,1.131992343063417,1.6761821489574147,0.7812782954537164,0.8287319627737502,0.16630918973331135,0.5468113104400769,1.7884503773663392,2.1721739534133047,0.5857525563001004,0.5879123062254112,1.6651484948402975,1.446427400684033,0.7121375942415097,1.895140921004958,2.203899312832466,0.4302825978759898,1.222398409861523,0.5221406359989429
young,1.6938556970469938,1.5719225443074787,2.318100431061628,0.5117457902319432,2.6387152475094653,2.5053773330850717,1.5647393829481941,2.6735557780218375,1.9491772515313373,2.2209860006260262,3.1582547321446537,1.9950593912967314,1.4713599700211166,2.483990238855564,2.6433089389653084,2.34096522392416,0.9883146322424246,2.553020243909741,4.847708870748699,2.260892357240308,1.9042318431398713,3.29732316927167,4.2412799042882074,1.6374377603935775,2.0457483136361794,1.7545895401740386,1.7499946450817367,0.6018372221798743,2.3585857036847835,1.9420006850211444,1.954322226887312,0.8831888046828305,0.9670440343554414,0.4150665515411145,0.6725971835533786,0.6735896838653875,1.3817561747819993,1.3837662054444833,1.2276897033582739,0.6412786836008559,1.4139228935246493,0.950936198030772,1.8964476390824192,2.371634302111154,0.6174282339123557,1.1349346760166203,0.7184947568362885,1.2560976256083272,1.1209750214552145,2.478539870850362,0.7672006769773552,0.8147096090104045,2.028048153325745,2.519087377881357,0.894979437697345,2.927103815366941,1.9585433685270248,1.4143999974718815,1.0551328267589384,1.2501911049143442
young,1.344170262372173,0.48853703053432523,0.6434280809561814,4.111924197832147,1.0883057949387913,0.7596827090085659,1.4661461711423058,0.9851610353271654,0.05401932864538682,0.7717762087111508,0.6971570012667587,0.6161441006217043,0.6296338974714153,2.751378347066833,0.7321504853409618,0.6930185457300457,1.1090700359033505,1.055267511114635,1.732382456048786,0.9605586449471679,1.0128368950784046,0.6916965008550022,0.60306593271867,0.8852364024743954,1.3590773314679656,1.358471420304138,0.6371174531006082,1.3410237015054725,1.2323539387210192,1.4586170246465846,0.45580694015519696,0.6295422924753203,0.4556328847535728,0.6233158198465603,0.6616608574305957,1.3491444870932598,0.778563839719781,1.9524829690930197,0.6998713786148327,1.6963749353200999,0.976483449227874,0.7166550104298656,0.5961015985440759,1.0916992653841375,0.41857660866205143,1.1212053808701714,0.0,0.2822713143609141,1.0586807190287377,1.3423880115445266,0.3977930982557653,0.6162927791157352,1.3946581007146648,0.8868877776441909,0.93488285791982,0.5249129724000408,1.2023094335781295,0.7087334140930361,1.4758435674669717,0.7651374352006902
young,1.6424956689094468,0.0,0.735047373361378,1.6564231395882176,2.2415541013907117,0.63735095277405,1.2367573623462154,1.5380494512365774,0.6824465484418624,0.8048206436636098,1.4056543611045496,0.9236083321921639,2.1606448915827525,0.6662474023374764,0.9715305622741897,0.7739553100836419,0.9258659885519955,0.6714327891416023,1.101113189008983,0.6161060103656586,0.7242065601851675,0.8202233842021732,0.8084632007369816,1.6280484024876316,1.4672788709017235,1.120167891485672,1.2297950965412703,0.72172864999664,2.7532637067844843,1.787793421776775,0.37520849348618196,0.565495387176389,0.27371920562276464,0.7924696898405678,0.20571790993061884,0.3505458207019628,0.9341151142593946,0.3803670942601085,0.1698835794920636,0.675982365504242,0.9906054244918665,1.2319460932024389,0.4333816414386415,1.81806565212095,0.89885382931593,0.0,0.10533379753331862,0.4005017099310597,1.943079316486573,2.2885583742581,0.47496992129390603,1.824270525287517,1.6871009208849528,1.619623629784282,0.7223065719558106,1.3484277011782542,2.143154207589895,0.2880497337273903,0.8292326940785982,0.7289666333690186
young,0.7970616951207223,0.7518752790221609,0.0,0.0,1.4519595565233592,0.31207180526683576,0.683623705033813,0.6455769048989679,0.5246486911686805,1.550454065027759,0.5675225570954842,0.4257871752354651,1.1609827319463608,0.0,0.9548199876862421,0.8770941953818436,0.0,1.2673544723534258,0.7210514204324731,0.0,0.9768447358351176,0.0,0.0,1.2853261910094562,0.7652454677984002,0.0,0.4600242081322661,0.872131195689339,0.6238318247116365,0.6938669570230798,0.3969310865465135,0.0,0.0,0.0,0.46974653615630724,0.0,0.0,0.0,0.0,0.7225582698531904,0.5356740288067725,0.6892258520397065,0.6610500991569259,0.0,0.0,0.0,0.0,0.779840438185002,0.5292796572824807,0.0,0.0,0.4913884439976285,0.0,0.5715382015799402,0.0,0.5606121596643715,1.235921464200925,0.5634429820511422,0.7473650065806445,0.0
young,2.575009572514097,0.9102200347772558,1.4607213411769637,3.2237856004454417,1.6585981228357694,0.9442230075389442,2.830234673787338,2.6043163051658778,2.120004454104163,2.128366017057179,1.3932247966807065,2.4548665776404377,1.7262253845545903,2.316694841522768,2.6565051599838263,1.3665651779864558,1.8724662427305385,2.391850332584616,3.404987735161817,2.0111098042123157,2.341776757607754,1.8431385097727717,1.2007562293837326,1.4530905343121798,1.5701798265528386,1.6305083621428966,1.8033488122839958,1.9789193139557042,1.5744831838708941,1.661541369717261,1.2076047572395878,0.5829123760905448,0.5733271693322685,1.66664379515893,0.32949934918951956,0.8269259275371142,0.8900356511919034,0.6809300122374529,0.35188208587224434,0.9360273803605272,1.460882223886391,2.4955712783011292,3.5081955255264146,1.6830829011307964,0.6560346792943101,0.6139315305969179,0.4817621454110622,1.8701720002783675,0.5700268309814507,0.825194310349765,1.5093758165457791,2.6103600696163194,4.023355936771853,2.0038509631846546,0.6935806349657585,2.7936970699596038,1.910447798789531,1.3642334905645548,2.221586906855708,2.2999887161481145
young,1.4953091405926924,1.4747326500666191,1.164164544753059,1.3962494644588346,2.1952208330740923,0.6259148426457248,1.6279872152185053,1.6963430418216527,1.0302239105987916,1.2841923585668593,0.958739747296074,1.2200665755874989,1.105365036685228,1.304605402005748,1.8838611980443492,2.261961420214375,1.416748392748337,1.2445027633935377,1.4011262744750674,1.5761224621085985,1.2337015468361479,0.5329688066908673,1.7495025341575756,1.6681026654365638,1.822973550724039,0.4230783044891505,2.311080115727014,1.9590522685996374,1.803539141165842,1.8386610072127332,1.8766235879352493,1.2743491128756288,1.0366422560945403,0.5435313473036564,1.192320399846204,1.3035271276884324,0.8977876567248921,0.9607829830300679,0.10309928570356351,0.4838066569007043,1.9271445799044788,1.5775101965920426,0.8177496843801011,0.9277779453481261,0.4274112494551551,1.3763024554685883,0.4372777520417218,1.1886943455592616,1.4618725714608534,1.7777212462048313,0.6581204883708905,0.7128558447641453,1.2611508960145588,1.5456225532391572,0.0,0.1692750898013147,1.4811036625311917,0.6156745045814647,2.0054004003006347,1.1424432302943672
young,1.3283980631537236,1.185737319858076,1.4151104635740412,3.567791117880142,1.9164704266697077,1.2311623279007367,2.0011889559837583,1.9974631087884036,1.1753275356009083,1.8228700558243698,1.8905745806461132,1.4270446273025101,2.2329101898425643,1.5454486597649726,1.5415419687121217,1.2741548741918705,1.6831095304482884,1.2322709055533592,2.384666418400271,0.868198723189116,1.112454268706483,1.9901761852391142,0.9779406333297092,1.8501602835633746,2.4511578907632505,0.9948241575012391,1.3514471216811692,1.3464738107641618,1.8437401994259384,3.0113021420861257,0.6876057038234247,0.5874244204178873,0.24834101299732186,0.42226847079318497,0.602928789907675,0.6123846975880128,0.5227155496076797,0.28235943516695056,0.0,0.8458231834105028,1.8179004191311148,1.8501957076927862,0.9677018786516655,1.7777894966798415,0.3887014232394097,1.3548130407295946,0.0,1.5203146198234678,1.4877621694816157,1.5582138959235292,1.2240274410525958,1.4299761146017624,1.6214718363564427,1.6195664626879274,0.6900346382615052,0.6261847913445078,1.2639491389182904,0.7707648023102958,2.3122688779781297,1.6678041429701735
young,2.05670589295303,0.7461798153633588,0.9150875964840286,0.0,1.2824946128486585,1.0485345879987564,1.3735573708194913,2.1402310543465233,0.7211618501971201,1.3669273085064226,1.1305072959842872,1.243165882265068,1.5597370827808026,0.0,1.362760073701703,0.8613216372658425,0.9491865348992826,1.8606384986994813,1.3949518173962026,0.5967582971666014,0.5487496294303634,1.1570062860192942,0.8896282106115868,1.4372643114178993,1.471046747449728,1.2832795792248608,1.2691920960511285,1.0910071383400126,1.322601221514597,1.5833383904365765,0.6407080347042644,0.6604402557400038,0.060459941149335346,1.0733455208680889,0.14554423303388198,0.18221379010174074,0.0,0.07512299766074125,0.17084076491591527,1.2737628200248667,1.2235463267705562,0.5184368013594464,0.0,0.8863041289812331,1.0241730102750568,0.0,0.0,0.5220923674942132,0.8126525998257592,1.9619444778654065,0.0,0.8856199109569857,1.0597761223731295,1.050279163534145,0.0,1.3047836693046755,1.5020707791429408,0.45611283165853933,1.395365874196961,0.0
young,0.9056602674362421,1.1495709881997596,0.8550989492705786,2.564558364077704,1.232873685842722,0.3822972043756617,1.1990290535734502,1.3310370954010504,0.8974818627864342,0.9887888916427588,0.7315632070283693,1.1385972236276258,2.148397271261771,1.36719167140542,1.0618262275561383,0.3701907802708901,1.15146811570507,0.5408955002193514,2.6527835670381976,0.6964753837919923,0.3524982835519591,0.6942459508947162,0.368293010336036,1.5445607800782069,0.4799071911599321,0.6011383383613014,0.95336865693776,1.1238977596774975,1.4059505063870676,1.246355448669079,0.41633948245565094,0.4191800184928476,0.3406703299010024,1.4065876698075277,0.6012630189148577,0.48921702019599606,0.9830903092271621,0.5956793787775136,0.683968889923007,0.9633813032625899,0.9781607426752159,0.45061581015050756,1.7861802553913315,1.236154634633059,0.4026257525974818,0.53242294833816,0.4740073869318196,0.6424620716604045,0.7490937338065533,1.40689426125143,0.319274139971107,0.3212657271506563,1.4794195513689592,1.1321264093793761,0.4296385763432536,2.1264473040877734,1.505047788544098,0.6592477099882754,0.754892056802287,0.7587218859527434
