ICA,Group,Subjs,Timelag,Timescale
DMN_9,young,1,15,0.017928067063415983
DMN_9,young,1,16,0.07187330806848827
DMN_9,young,1,17,-0.08352750294829137
DMN_9,young,1,18,-0.01691642094061395
DMN_9,young,1,19,-0.052351742452542246
DMN_9,young,1,20,-0.05123009283868777
DMN_9,young,1,21,0.08733815308773667
DMN_9,young,1,22,-0.057205004820930695
DMN_9,young,1,23,0.07423339097388658
DMN_9,young,1,24,-0.06245171801619319
DMN_10,young,1,0,1.0
DMN_10,young,1,1,0.5101029212190366
DMN_10,young,1,2,0.27516867872815787
DMN_10,young,1,3,0.17861203475415954
DMN_10,young,1,4,0.11846447508501651
DMN_10,young,1,5,0.08657292109802746
DMN_10,young,1,6,0.020311386150937232
DMN_10,young,1,7,-0.1352043229330403
DMN_10,young,1,8,-0.15899534351383707
DMN_10,young,1,9,-0.2583893934741518
DMN_10,young,1,10,-0.2930440908835538
DMN_10,young,1,11,-0.21723921975452504
DMN_10,young,1,12,-0.18744367053398964
DMN_10,young,1,13,-0.16487231773827107
DMN_10,young,1,14,-0.23664196869389678
DMN_10,young,1,15,-0.21449573471990394
DMN_10,young,1,16,-0.05643712946747836
DMN_10,young,1,17,-0.007924674245587186
DMN_10,young,1,18,-0.03310728377316295
DMN_10,young,1,19,-0.0398005451459802
DMN_10,young,1,20,-0.041552049467898054
DMN_10,young,1,21,-0.015455137618402108
DMN_10,young,1,22,0.012498994010410757
DMN_10,young,1,23,0.07409364413861169
DMN_10,young,1,24,0.0666805587271783
DMN_11,young,1,0,1.0
DMN_11,young,1,1,0.47141797551539827
DMN_11,young,1,2,0.4265244387450125
DMN_11,young,1,3,0.46609190030318853
DMN_11,young,1,4,0.15837004550782968
DMN_11,young,1,5,0.3214491211760478
DMN_11,young,1,6,0.16583426914762084
DMN_11,young,1,7,0.07900781995091337
DMN_11,young,1,8,0.21216507401298293
DMN_11,young,1,9,0.03193148451809459
DMN_11,young,1,10,0.08232661841124558
DMN_11,young,1,11,0.09035613342529933
DMN_11,young,1,12,0.016312200753407086
DMN_11,young,1,13,0.08022615269770891
DMN_11,young,1,14,-0.06532184700534406
DMN_11,young,1,15,-0.04934955210181511
DMN_11,young,1,16,-0.02887418174283406
DMN_11,young,1,17,-0.18148885133088322
DMN_11,young,1,18,-0.07568172803634557
DMN_11,young,1,19,-0.12408803265906426
DMN_11,young,1,20,-0.1948074034316036
DMN_11,young,1,21,-0.13139550933523145
DMN_11,young,1,22,-0.26349463049746624
DMN_11,young,1,23,-0.19602076841993085
DMN_11,young,1,24,-0.1776265447732905
SMN_1,young,1,0,1.0
SMN_1,young,1,1,0.703098667767111
SMN_1,young,1,2,0.48486604402123185
SMN_1,young,1,3,0.3262186270337086
SMN_1,young,1,4,0.1759285434783859
SMN_1,young,1,5,0.1486247230829303
SMN_1,young,1,6,0.11287668509565818
SMN_1,young,1,7,0.10305548328813746
SMN_1,young,1,8,0.08804778196016204
SMN_1,young,1,9,0.03916994118321848
SMN_1,young,1,10,0.0075973384080156615
SMN_1,young,1,11,-0.005773050030134665
SMN_1,young,1,12,-0.04385719065380939
SMN_1,young,1,13,-0.09562163833331823
SMN_1,young,1,14,-0.15508878907895138
SMN_1,young,1,15,-0.14541120807288535
SMN_1,young,1,16,-0.06864924624476326
SMN_1,young,1,17,-0.058682349680381336
SMN_1,young,1,18,-0.0859376257816063
SMN_1,young,1,19,-0.11445596618498971
SMN_1,young,1,20,-0.16301884446590614
SMN_1,young,1,21,-0.2119435709225738
SMN_1,young,1,22,-0.2402389944951141
SMN_1,young,1,23,-0.21313354158042236
SMN_1,young,1,24,-0.21780374604596392
SMN_2,young,1,0,1.0
SMN_2,young,1,1,0.7021278123401149
SMN_2,young,1,2,0.47380875366869657
SMN_2,young,1,3,0.32161062266286344
SMN_2,young,1,4,0.2505994992776389
SMN_2,young,1,5,0.2233898352779526
SMN_2,young,1,6,0.2236602683413067
SMN_2,young,1,7,0.17790876815756596
SMN_2,young,1,8,0.10080586085468764
SMN_2,young,1,9,-0.008245798120571086
SMN_2,young,1,10,-0.07651064533737255
SMN_2,young,1,11,-0.12531890092304734
SMN_2,young,1,12,-0.13956213356198297
SMN_2,young,1,13,-0.15076430901307536
SMN_2,young,1,14,-0.1779663629542302
SMN_2,young,1,15,-0.1912011024273158
SMN_2,young,1,16,-0.1977261191048614
SMN_2,young,1,17,-0.1699658119235536
SMN_2,young,1,18,-0.1454088845193283
SMN_2,young,1,19,-0.1568400401421308
SMN_2,young,1,20,-0.16450970315272342
SMN_2,young,1,21,-0.16758365000094547
SMN_2,young,1,22,-0.2212201137667332
SMN_2,young,1,23,-0.20345923740951014
SMN_2,young,1,24,-0.1628128277029363
SMN_3,young,1,0,1.0
SMN_3,young,1,1,0.4843948820853806
SMN_3,young,1,2,-0.18257455710722922
SMN_3,young,1,3,-0.5081939782652511
SMN_3,young,1,4,-0.3742122086255956
SMN_3,young,1,5,0.01389001536676791
SMN_3,young,1,6,0.2931988048837203
SMN_3,young,1,7,0.3131558121062943
SMN_3,young,1,8,0.10994179643993775
SMN_3,young,1,9,-0.17504893332676702
SMN_3,young,1,10,-0.26370436821289295
SMN_3,young,1,11,-0.15785857604283507
SMN_3,young,1,12,0.03600509605371026
SMN_3,young,1,13,0.1465089717560058
SMN_3,young,1,14,0.059017332678742804
SMN_3,young,1,15,-0.02893493705922144
SMN_3,young,1,16,-0.09330549225981845
SMN_3,young,1,17,-0.07731869304017111
SMN_3,young,1,18,0.033570158860402856
SMN_3,young,1,19,0.07449521887054472
SMN_3,young,1,20,0.006758766170232792
SMN_3,young,1,21,-0.028117244615014244
SMN_3,young,1,22,-0.07256484504936914
SMN_3,young,1,23,-0.02088716470673796
SMN_3,young,1,24,0.036467509859494686
SMN_4,young,1,0,1.0
SMN_4,young,1,1,0.44285550252705547
SMN_4,young,1,2,0.0020801620119549136
SMN_4,young,1,3,-0.12670448467369522
SMN_4,young,1,4,-0.0803438393470782
SMN_4,young,1,5,0.04077135970203894
SMN_4,young,1,6,0.12541723330668111
SMN_4,young,1,7,0.2113231487236648
SMN_4,young,1,8,0.160229605840534
SMN_4,young,1,9,-0.043386896693923004
SMN_4,young,1,10,-0.16302733477564996
SMN_4,young,1,11,-0.17213340478030462
SMN_4,young,1,12,-0.04288025991477184
SMN_4,young,1,13,0.08018384578643674
SMN_4,young,1,14,0.03255501385366956
SMN_4,young,1,15,-0.023269661849599235
SMN_4,young,1,16,-0.058111419058563756
SMN_4,young,1,17,-0.08067696219168533
SMN_4,young,1,18,-0.08703237332883423
SMN_4,young,1,19,-0.13037540941838438
SMN_4,young,1,20,-0.16217036611805782
SMN_4,young,1,21,-0.09428912560857695
SMN_4,young,1,22,-0.009853302019188711
SMN_4,young,1,23,0.00800776480067873
SMN_4,young,1,24,-0.048233617782664544
SMN_5,young,1,0,1.0
SMN_5,young,1,1,0.3156171571467994
SMN_5,young,1,2,0.012417144724331959
SMN_5,young,1,3,0.008234000063825346
SMN_5,young,1,4,-0.11382237879465885
SMN_5,young,1,5,0.0716987149856466
SMN_5,young,1,6,0.006192358681140842
SMN_5,young,1,7,-0.07613956224036879
SMN_5,young,1,8,0.03997901946374278
SMN_5,young,1,9,-0.19478641554335768
SMN_5,young,1,10,-0.19168551460577643
SMN_5,young,1,11,-0.111631706575482
SMN_5,young,1,12,-0.057264988501542005
SMN_5,young,1,13,0.13129853801408123
SMN_5,young,1,14,-0.07756845954078329
SMN_5,young,1,15,-0.09789483243350121
SMN_5,young,1,16,-0.055276350347949844
SMN_5,young,1,17,-0.1258103773013968
SMN_5,young,1,18,0.028254228343209904
SMN_5,young,1,19,0.01162327846903571
SMN_5,young,1,20,-0.036743320526191094
SMN_5,young,1,21,0.04623754027596138
SMN_5,young,1,22,-0.08127658385002022
SMN_5,young,1,23,-0.010633664188470542
SMN_5,young,1,24,0.014159217903969169
SMN_6,young,1,0,1.0
SMN_6,young,1,1,0.4939395909259023
SMN_6,young,1,2,-0.062276580223146194
SMN_6,young,1,3,-0.29942981329552837
SMN_6,young,1,4,-0.17243717352119936
SMN_6,young,1,5,0.09866111717970497
SMN_6,young,1,6,0.27709863902711557
SMN_6,young,1,7,0.22972717891435226
SMN_6,young,1,8,0.07835908384905256
SMN_6,young,1,9,-0.14829966485583787
SMN_6,young,1,10,-0.24272307213763805
SMN_6,young,1,11,-0.1489872848648415
SMN_6,young,1,12,0.039640472874001596
SMN_6,young,1,13,0.15077332952644848
SMN_6,young,1,14,0.10522260335127276
SMN_6,young,1,15,-0.025007429254484983
SMN_6,young,1,16,-0.09315745675221937
SMN_6,young,1,17,-0.07993594933083596
SMN_6,young,1,18,-0.02615282687201273
SMN_6,young,1,19,0.0134540357617115
SMN_6,young,1,20,0.002998571439241175
SMN_6,young,1,21,-0.025633280550354288
SMN_6,young,1,22,-0.05139544847231614
SMN_6,young,1,23,-0.09017938420352084
SMN_6,young,1,24,-0.024224991966328678
VIS_1,young,1,0,1.0
VIS_1,young,1,1,0.6432194652630064
VIS_1,young,1,2,0.3020605212692453
VIS_1,young,1,3,0.16657853927344551
VIS_1,young,1,4,0.1431789148292145
VIS_1,young,1,5,0.09197433753420645
VIS_1,young,1,6,-0.006803616407187801
VIS_1,young,1,7,-0.0851352893677353
VIS_1,young,1,8,-0.0894865160817179
VIS_1,young,1,9,-0.10790770051098943
VIS_1,young,1,10,-0.06239219313248129
VIS_1,young,1,11,0.008415675508039936
VIS_1,young,1,12,0.010601647712746723
VIS_1,young,1,13,0.039809736900427994
VIS_1,young,1,14,0.0031925748599145503
VIS_1,young,1,15,-0.032864238298364074
VIS_1,young,1,16,-0.06513271261599293
VIS_1,young,1,17,-0.06633587188608102
VIS_1,young,1,18,0.010892832977578565
VIS_1,young,1,19,0.07973135489052108
VIS_1,young,1,20,0.010694825275696762
VIS_1,young,1,21,-0.01544331158551643
VIS_1,young,1,22,0.030109367286015456
VIS_1,young,1,23,0.0448443780402432
VIS_1,young,1,24,0.011256352077184907
VIS_2,young,1,0,1.0
VIS_2,young,1,1,0.6792242381199513
VIS_2,young,1,2,0.39438197241865336
VIS_2,young,1,3,0.25012366725149016
VIS_2,young,1,4,0.14211524137097747
VIS_2,young,1,5,0.14070869802429384
VIS_2,young,1,6,0.12509228836293096
VIS_2,young,1,7,0.010310281911624648
VIS_2,young,1,8,-0.06361279575966412
VIS_2,young,1,9,-0.1578167511173026
VIS_2,young,1,10,-0.16623057277615635
VIS_2,young,1,11,-0.13083092032088453
VIS_2,young,1,12,-0.09686162088078812
VIS_2,young,1,13,-0.09106718443731998
VIS_2,young,1,14,-0.15275550463755427
VIS_2,young,1,15,-0.19157756346981372
VIS_2,young,1,16,-0.22740209625237853
VIS_2,young,1,17,-0.21859132764076958
VIS_2,young,1,18,-0.14161457484671813
VIS_2,young,1,19,-0.1094470097560956
VIS_2,young,1,20,-0.07700888260955191
VIS_2,young,1,21,-0.03453187505163066
VIS_2,young,1,22,-0.06389933359178854
VIS_2,young,1,23,-0.03912562114185436
VIS_2,young,1,24,0.005263213737996222
VIS_3,young,1,0,1.0
VIS_3,young,1,1,0.545304604521408
VIS_3,young,1,2,0.20883218125354708
VIS_3,young,1,3,0.07114763367518237
VIS_3,young,1,4,-0.026414774145902754
VIS_3,young,1,5,-0.060807810065085836
VIS_3,young,1,6,-0.13275869745110228
VIS_3,young,1,7,-0.2092876426790301
VIS_3,young,1,8,-0.24937275159029929
VIS_3,young,1,9,-0.2854360845306027
VIS_3,young,1,10,-0.20897485710855934
VIS_3,young,1,11,-0.08905074897791153
VIS_3,young,1,12,0.022091223956778996
VIS_3,young,1,13,0.12248201898682021
VIS_3,young,1,14,0.0759351450668253
VIS_3,young,1,15,0.03898603269314913
VIS_3,young,1,16,0.0519164184222869
VIS_3,young,1,17,0.06160155552449556
VIS_3,young,1,18,0.0653745409221179
VIS_3,young,1,19,-0.01433454132894687
VIS_3,young,1,20,-0.11002500020544194
VIS_3,young,1,21,-0.12363546249823154
VIS_3,young,1,22,-0.19786782360087485
VIS_3,young,1,23,-0.16925130110333517
VIS_3,young,1,24,-0.1410667557339313
VIS_4,young,1,0,1.0
VIS_4,young,1,1,0.5236969155015663
VIS_4,young,1,2,0.3641033613978027
VIS_4,young,1,3,0.3094959988219446
VIS_4,young,1,4,0.09915041937970491
VIS_4,young,1,5,0.18930342880771017
VIS_4,young,1,6,0.0765400993228193
VIS_4,young,1,7,-0.03944466950740665
VIS_4,young,1,8,0.06211965334095334
VIS_4,young,1,9,-0.019300774191852558
VIS_4,young,1,10,-0.015362314584246077
VIS_4,young,1,11,-0.004283292978795552
VIS_4,young,1,12,-0.037608004035004916
VIS_4,young,1,13,0.05329286903787719
VIS_4,young,1,14,-0.04199358938089264
VIS_4,young,1,15,-0.02765945662734719
VIS_4,young,1,16,0.010360793305118915
VIS_4,young,1,17,-0.04861055140889803
VIS_4,young,1,18,-0.016967807629161148
VIS_4,young,1,19,-0.08493949718984299
VIS_4,young,1,20,-0.14643441823755507
VIS_4,young,1,21,-0.07300213579436811
VIS_4,young,1,22,-0.12404632311594856
VIS_4,young,1,23,-0.14296210258120107
VIS_4,young,1,24,-0.14610926635147642
VIS_5,young,1,0,1.0
VIS_5,young,1,1,0.3966828677456484
VIS_5,young,1,2,-0.01755421632171977
VIS_5,young,1,3,-0.16949306749563564
VIS_5,young,1,4,-0.26580794550173936
VIS_5,young,1,5,0.02184397872007357
VIS_5,young,1,6,0.14945991945919102
VIS_5,young,1,7,0.0858369088842172
VIS_5,young,1,8,0.034155218388929647
VIS_5,young,1,9,-0.20095738275371344
VIS_5,young,1,10,-0.214474918227961
VIS_5,young,1,11,-0.09841972512186636
VIS_5,young,1,12,0.018749654259587797
VIS_5,young,1,13,0.18015026387067024
VIS_5,young,1,14,0.014279532758881915
VIS_5,young,1,15,-0.06644979484432313
VIS_5,young,1,16,-0.032885620565772274
VIS_5,young,1,17,-0.06856442223044672
VIS_5,young,1,18,0.005892034398388628
VIS_5,young,1,19,0.006273280371755611
VIS_5,young,1,20,-0.04158006552943956
VIS_5,young,1,21,-0.06615926915102233
VIS_5,young,1,22,-0.11629025846165299
VIS_5,young,1,23,0.014346585628689845
VIS_5,young,1,24,0.05757333486518481
VIS_6,young,1,0,1.0
VIS_6,young,1,1,0.5996511416641962
VIS_6,young,1,2,0.40367919623962145
VIS_6,young,1,3,0.2780659650963588
VIS_6,young,1,4,0.17561577570740042
VIS_6,young,1,5,0.12836902191509475
VIS_6,young,1,6,0.06676266608530608
VIS_6,young,1,7,0.023062060722094373
VIS_6,young,1,8,0.08098706548990844
VIS_6,young,1,9,-0.017990998343011665
VIS_6,young,1,10,-0.0944546357491769
VIS_6,young,1,11,-0.17043862567039553
VIS_6,young,1,12,-0.1901635019959313
VIS_6,young,1,13,-0.10808060256000944
VIS_6,young,1,14,-0.1820334065651648
VIS_6,young,1,15,-0.2161822533195581
VIS_6,young,1,16,-0.15533015313902976
VIS_6,young,1,17,-0.15813139332085
VIS_6,young,1,18,-0.12716856905903537
VIS_6,young,1,19,-0.1068187177928878
VIS_6,young,1,20,-0.1259219887000389
VIS_6,young,1,21,-0.03223364185103888
VIS_6,young,1,22,-0.025425535626733768
VIS_6,young,1,23,0.007215498206659024
VIS_6,young,1,24,-0.04593277439754612
VIS_7,young,1,0,1.0
VIS_7,young,1,1,-0.21040590760202046
VIS_7,young,1,2,-0.0015219330557418923
VIS_7,young,1,3,0.09581205287823202
VIS_7,young,1,4,-0.025806500257155553
VIS_7,young,1,5,0.003755388787192358
VIS_7,young,1,6,0.0704671658449475
VIS_7,young,1,7,-0.09135922388008794
VIS_7,young,1,8,0.10162619629987202
VIS_7,young,1,9,-0.13725783733023011
VIS_7,young,1,10,-0.052876947911014716
VIS_7,young,1,11,0.05025787161002071
VIS_7,young,1,12,-0.07401796268337486
VIS_7,young,1,13,0.08826980199091121
VIS_7,young,1,14,0.021247691000006688
VIS_7,young,1,15,-0.07598000510093203
VIS_7,young,1,16,0.007581042562825107
VIS_7,young,1,17,-0.027871332372592313
VIS_7,young,1,18,0.023830829311342266
VIS_7,young,1,19,0.0407857218089729
VIS_7,young,1,20,-0.12195732200635581
VIS_7,young,1,21,0.05358149581716849
VIS_7,young,1,22,-0.07079195328406847
VIS_7,young,1,23,-0.007644415502284208
VIS_7,young,1,24,-0.06324765900975418
VIS_8,young,1,0,1.0
VIS_8,young,1,1,0.3626929503358234
VIS_8,young,1,2,-0.10618409494132999
VIS_8,young,1,3,-0.2693412947350898
VIS_8,young,1,4,-0.15894074276237555
VIS_8,young,1,5,0.01850042234440386
VIS_8,young,1,6,0.1694530923633567
VIS_8,young,1,7,0.1791469945234358
VIS_8,young,1,8,0.11389715325973288
VIS_8,young,1,9,-0.10632609223387454
VIS_8,young,1,10,-0.19070748804415752
VIS_8,young,1,11,-0.1480351390607834
VIS_8,young,1,12,-0.009052660841441374
VIS_8,young,1,13,0.11437505947109701
VIS_8,young,1,14,0.08860311997456984
VIS_8,young,1,15,-0.022548258249993
VIS_8,young,1,16,-0.03289818152648861
VIS_8,young,1,17,-0.03159585555322735
VIS_8,young,1,18,-0.05280390908407667
VIS_8,young,1,19,-0.06258836549167646
VIS_8,young,1,20,-0.022524463451550025
VIS_8,young,1,21,-0.027687611999619683
VIS_8,young,1,22,-0.0924953049687915
VIS_8,young,1,23,-0.0931091213095945
VIS_8,young,1,24,-0.006154978693266512
VIS_9,young,1,0,1.0
VIS_9,young,1,1,0.7014448389300248
VIS_9,young,1,2,0.3585534534354403
VIS_9,young,1,3,0.14357317760541502
VIS_9,young,1,4,0.03178220670697568
VIS_9,young,1,5,-0.04463565861838998
VIS_9,young,1,6,-0.13634373654498833
VIS_9,young,1,7,-0.1787690992982551
VIS_9,young,1,8,-0.18873023940946926
VIS_9,young,1,9,-0.2473201138360058
VIS_9,young,1,10,-0.23190845208071906
VIS_9,young,1,11,-0.13157647547184936
VIS_9,young,1,12,-0.038434740066078915
VIS_9,young,1,13,0.000930297435163385
VIS_9,young,1,14,-0.016366740202489828
VIS_9,young,1,15,0.0019936398023472383
VIS_9,young,1,16,0.05215173045582247
VIS_9,young,1,17,0.02282634115605569
VIS_9,young,1,18,-0.04644664056752755
VIS_9,young,1,19,-0.10597391767180388
VIS_9,young,1,20,-0.12388936339536477
VIS_9,young,1,21,-0.11519531651861299
VIS_9,young,1,22,-0.14805430034545533
VIS_9,young,1,23,-0.1388652361133776
VIS_9,young,1,24,-0.11405459918354391
VIS_10,young,1,0,1.0
VIS_10,young,1,1,0.756765007612562
