Group,Subjs,Timelag,Timescale
elder,36,24,0.2198575185599734
elder,37,0,1.0
elder,37,1,0.7435958902563744
elder,37,2,0.39776891357640554
elder,37,3,0.19584247434017465
elder,37,4,0.04444016331775277
elder,37,5,-0.18555110470769434
elder,37,6,-0.41666857461421625
elder,37,7,-0.5358415365136617
elder,37,8,-0.5508540179905264
elder,37,9,-0.4990016976815171
elder,37,10,-0.3783630091294706
elder,37,11,-0.22458508676627603
elder,37,12,-0.0788030597284873
elder,37,13,0.06287964790515455
elder,37,14,0.22606299215810083
elder,37,15,0.327566642071585
elder,37,16,0.37777971371121694
elder,37,17,0.36032241572120427
elder,37,18,0.28471079935538246
elder,37,19,0.17297630732660274
elder,37,20,0.037664177320832576
elder,37,21,-0.10353809210802695
elder,37,22,-0.20898707519606813
elder,37,23,-0.26167633360006926
elder,37,24,-0.27758063508556446
elder,38,0,1.0
elder,38,1,0.59891174842733
elder,38,2,0.3786811796686314
elder,38,3,0.26107079992775273
elder,38,4,0.14101105607997125
elder,38,5,0.05058301731973533
elder,38,6,-0.008836537022046963
elder,38,7,-0.01688856904078474
elder,38,8,-0.11049972604244625
elder,38,9,-0.08536483643010917
elder,38,10,-0.035797247629459863
elder,38,11,-0.03303394172565884
elder,38,12,-0.0023782014134989815
elder,38,13,0.04987689520426007
elder,38,14,0.01093732128820784
elder,38,15,-0.04616264231121812
elder,38,16,-0.07062353582311286
elder,38,17,-0.030248859662642884
elder,38,18,-0.06373649099617364
elder,38,19,-0.08615485881405618
elder,38,20,-0.06268839437402084
elder,38,21,-0.07584043023981574
elder,38,22,-0.10252877357848204
elder,38,23,-0.06675543543535692
elder,38,24,-0.07393218204808023
elder,39,0,1.0
elder,39,1,0.5240399842930493
elder,39,2,0.40236609376898436
elder,39,3,0.17338307824786847
elder,39,4,0.06073893667358712
elder,39,5,-0.00731367504611209
elder,39,6,-0.14508875176894412
elder,39,7,-0.12904119450595875
elder,39,8,-0.15884837645670646
elder,39,9,-0.12174874640791254
elder,39,10,-0.055124989807405295
elder,39,11,-0.055778936949578264
elder,39,12,-0.05697477382575806
elder,39,13,-0.07157763724554912
elder,39,14,-0.08558330026271205
elder,39,15,-0.043043312199613264
elder,39,16,-0.10138653059781971
elder,39,17,-0.05011358421388687
elder,39,18,-0.05650936271590104
elder,39,19,-0.03431144217926196
elder,39,20,-0.023441454412842285
elder,39,21,-0.07967016649438903
elder,39,22,-0.07295141366801097
elder,39,23,-0.07128908384044717
elder,39,24,-0.09468458947219162
elder,40,0,1.0
elder,40,1,0.5689526520080078
elder,40,2,0.2289646784302725
elder,40,3,0.06894548757985774
elder,40,4,-0.10318292675755017
elder,40,5,-0.032881953843095314
elder,40,6,0.04453107833426471
elder,40,7,0.045507011800147615
elder,40,8,0.020307184877641823
elder,40,9,-0.07457804227044623
elder,40,10,-0.10386581770222046
elder,40,11,-0.10916365295233454
elder,40,12,-0.06062357127038297
elder,40,13,0.013499706363516634
elder,40,14,0.007442733834659171
elder,40,15,-0.09186594727602782
elder,40,16,-0.13559603957405061
elder,40,17,-0.13511635133065095
elder,40,18,-0.08999600934810657
elder,40,19,0.00340638442517603
elder,40,20,0.06578019686425932
elder,40,21,0.022246696306684754
elder,40,22,-0.04565284738971348
elder,40,23,-0.03333963023351419
elder,40,24,-0.05395253108055091
elder,41,0,1.0
elder,41,1,0.7067959231099972
elder,41,2,0.38306552698948665
elder,41,3,0.22069272523576447
elder,41,4,0.18832755692509268
elder,41,5,0.18186524542583757
elder,41,6,0.14380489887673556
elder,41,7,0.05029449253270568
elder,41,8,-0.05131121125539713
elder,41,9,-0.08250244072641803
elder,41,10,-0.08260298872804647
elder,41,11,-0.07587038388295395
elder,41,12,-0.09955111981560219
elder,41,13,-0.09651748967951755
elder,41,14,-0.12503545823462467
elder,41,15,-0.152567896403485
elder,41,16,-0.14320513990293174
elder,41,17,-0.0765902423118216
elder,41,18,-0.04052343419293807
elder,41,19,-0.10316318539527743
elder,41,20,-0.15260639652313174
elder,41,21,-0.1910006874792069
elder,41,22,-0.19065825309424403
elder,41,23,-0.1736867264440301
elder,41,24,-0.1233506668470778
elder,42,0,1.0
elder,42,1,0.8481904981895079
elder,42,2,0.7352888512611145
elder,42,3,0.5435724510508959
elder,42,4,0.38246745269879856
elder,42,5,0.24683086240101307
elder,42,6,0.11019865410885013
elder,42,7,0.03648842859558145
elder,42,8,-0.03986928742779973
elder,42,9,-0.0792529651480121
elder,42,10,-0.12472777124116158
elder,42,11,-0.18577856517372793
elder,42,12,-0.22191973855088068
elder,42,13,-0.2800779898756879
elder,42,14,-0.30066919590033575
elder,42,15,-0.3153218160890834
elder,42,16,-0.30206224190610453
elder,42,17,-0.27327244008163737
elder,42,18,-0.26314341434639044
elder,42,19,-0.23735912738252402
elder,42,20,-0.21052454643502624
elder,42,21,-0.17319256864453655
elder,42,22,-0.15148791239262155
elder,42,23,-0.1528610682896646
elder,42,24,-0.14140682199656046
elder,43,0,1.0
elder,43,1,0.9104895336374292
elder,43,2,0.7760558241097358
elder,43,3,0.6089348983792865
elder,43,4,0.4708002531728024
elder,43,5,0.31328181873041017
elder,43,6,0.16110621457211377
elder,43,7,0.00540112362710064
elder,43,8,-0.11312246408651908
elder,43,9,-0.21441085550376884
elder,43,10,-0.28160834012909547
elder,43,11,-0.33969946416204794
elder,43,12,-0.37479701573789825
elder,43,13,-0.40498374699029016
elder,43,14,-0.41675337652369643
elder,43,15,-0.4060713684059253
elder,43,16,-0.3697571210828181
elder,43,17,-0.3464476913783828
elder,43,18,-0.31991021122613367
elder,43,19,-0.2986587691753231
elder,43,20,-0.2636941136532551
elder,43,21,-0.2351971067284573
elder,43,22,-0.20159017041676777
elder,43,23,-0.1896328850807244
elder,43,24,-0.1747322502719635
elder,44,0,1.0
elder,44,1,0.2207984847128371
elder,44,2,0.5330171915838403
elder,44,3,0.008629253390395388
elder,44,4,0.2675922217759395
elder,44,5,0.05011968682895025
elder,44,6,0.1966577655465006
elder,44,7,0.02314096191348167
elder,44,8,0.10093201649597443
elder,44,9,-0.06577522378392657
elder,44,10,0.009886831870930856
elder,44,11,-0.12794656359065518
elder,44,12,-0.05934668470202252
elder,44,13,-0.13735787117969778
elder,44,14,-0.05848369604721376
elder,44,15,-0.13670471048540972
elder,44,16,-0.094870210518507
elder,44,17,-0.12325715622085745
elder,44,18,-0.05889085039788044
elder,44,19,-0.15394902408702493
elder,44,20,-0.09624757790763439
elder,44,21,-0.17841899029908323
elder,44,22,-0.08080889294228923
elder,44,23,-0.1460241522041869
elder,44,24,-0.03295660598209626
elder,45,0,1.0
elder,45,1,0.8118943055721839
elder,45,2,0.5797482666402112
elder,45,3,0.305929204939009
elder,45,4,0.09829438208607856
elder,45,5,-0.05136077958109125
elder,45,6,-0.18130840442396776
elder,45,7,-0.24949459239243843
elder,45,8,-0.2845449559461735
elder,45,9,-0.2710999909429036
elder,45,10,-0.25184962678754935
elder,45,11,-0.1969947868133521
elder,45,12,-0.1593299177780613
elder,45,13,-0.1037951008013453
elder,45,14,-0.03976586519286768
elder,45,15,0.012530672230193298
elder,45,16,0.0599532045757437
elder,45,17,0.06575661642276613
elder,45,18,0.027986040827656305
elder,45,19,-0.02419169852413122
elder,45,20,-0.07058097053649892
elder,45,21,-0.08327138436691296
elder,45,22,-0.08834380707652106
elder,45,23,-0.10207168345961362
elder,45,24,-0.1049417911978622
elder,46,0,1.0
elder,46,1,0.6231762139714306
elder,46,2,0.3630656055219387
elder,46,3,0.19499582031987692
elder,46,4,0.16188379489422872
elder,46,5,0.051304524506483304
elder,46,6,-0.049934738265584956
elder,46,7,-0.06274193820868995
elder,46,8,-0.04233312090978272
elder,46,9,-0.09861437090127821
elder,46,10,-0.14972275479089653
elder,46,11,-0.17749474232269363
elder,46,12,-0.15178773089248498
elder,46,13,-0.16561975776220217
elder,46,14,-0.16230698879088853
elder,46,15,-0.15937072053936088
elder,46,16,-0.10360940928547889
elder,46,17,-0.06430389153754244
elder,46,18,-0.05626645055780559
elder,46,19,-0.10152632036071639
elder,46,20,-0.1233460293179061
elder,46,21,-0.06682969984505957
elder,46,22,-0.03279013512128778
elder,46,23,-0.04045195357931256
elder,46,24,-0.06449623497487414
elder,47,0,1.0
elder,47,1,0.4698625129963411
elder,47,2,0.10282391619466902
elder,47,3,-0.028293675415297845
elder,47,4,-0.11529072294700585
elder,47,5,-0.02528965334334095
elder,47,6,-0.10572818542369887
elder,47,7,-0.0695097794606219
elder,47,8,-0.028989174128607582
elder,47,9,-0.06441627418333565
elder,47,10,0.044025909711989074
elder,47,11,0.05157005045825468
elder,47,12,0.0224095055706991
elder,47,13,0.01551179456813031
elder,47,14,-0.02522823180624777
elder,47,15,0.01823226197144788
elder,47,16,-0.008063943248400695
elder,47,17,-0.15074487960334268
elder,47,18,-0.15118315113900643
elder,47,19,-0.1332405764402568
elder,47,20,-0.03892890854895479
elder,47,21,-0.009948417193737864
elder,47,22,0.017771597675977403
elder,47,23,-0.0007463554146549419
elder,47,24,-0.07676665030055109
elder,48,0,1.0
elder,48,1,0.5437144944009561
elder,48,2,0.43757973404580863
elder,48,3,0.36664340972656384
elder,48,4,0.1959242961099178
elder,48,5,0.1717770063284553
elder,48,6,0.056628934082695405
elder,48,7,-0.02029327229697639
elder,48,8,-0.09286977814650099
elder,48,9,-0.07779475600205525
elder,48,10,-0.09154067639688741
elder,48,11,-0.05548256209866746
elder,48,12,-0.04970156155185023
elder,48,13,-0.09810887766448932
elder,48,14,-0.0607368167811028
elder,48,15,-0.026013941710994398
elder,48,16,-0.035180318899314444
elder,48,17,-0.050203466445478996
elder,48,18,-0.07830226338156493
elder,48,19,-0.12237498826827214
elder,48,20,-0.11537844027399981
elder,48,21,-0.11433988789040599
elder,48,22,-0.1863090067301455
elder,48,23,-0.19373899157137126
elder,48,24,-0.16483978072602495
elder,49,0,1.0
elder,49,1,0.6550834079141657
elder,49,2,0.4849317399262792
elder,49,3,0.3886961584284034
elder,49,4,0.2318025013779496
elder,49,5,0.1542552482391566
elder,49,6,0.1769254306475837
elder,49,7,0.11253395601656115
elder,49,8,0.04682111406566367
elder,49,9,0.03808417312870102
elder,49,10,-0.02465409623801011
elder,49,11,-0.07055760690515285
elder,49,12,-0.0801168375788743
elder,49,13,-0.1172243649811655
elder,49,14,-0.07557472015630842
elder,49,15,-0.04130917183850649
elder,49,16,-0.03167904137964017
elder,49,17,-0.004016239072702107
elder,49,18,0.009815323821192358
elder,49,19,-0.04766388767091044
elder,49,20,-0.07884730759355882
elder,49,21,-0.0461825881280395
elder,49,22,-0.12900914937614327
elder,49,23,-0.17478593247444396
elder,49,24,-0.15367586114789406
elder,50,0,1.0
elder,50,1,0.06730818820108722
elder,50,2,0.4814654084257578
elder,50,3,-0.12395699351943175
elder,50,4,0.07444665594055538
elder,50,5,-0.19971917064964098
elder,50,6,-0.013905234839252066
elder,50,7,-0.14478463144000878
elder,50,8,-0.008690019021962458
elder,50,9,-0.0721203683061371
elder,50,10,-0.0016344331193439568
elder,50,11,-0.036526399960701415
elder,50,12,0.012198427934919907
elder,50,13,-0.049824406061334404
elder,50,14,-0.029583147507743032
elder,50,15,-0.0417940137909799
elder,50,16,-0.04891570454609791
elder,50,17,0.01402533211701024
elder,50,18,-0.035303420357088236
elder,50,19,0.08199883179748284
elder,50,20,-0.011320808379194088
elder,50,21,0.0548670125846605
elder,50,22,-0.04341284313010828
elder,50,23,-0.0260365259292791
elder,50,24,-0.10195493406583735
elder,51,0,1.0
elder,51,1,0.9090490617502255
elder,51,2,0.771495308139764
elder,51,3,0.632598941386545
elder,51,4,0.4868261070688739
elder,51,5,0.3305677614399264
elder,51,6,0.16672946340463493
elder,51,7,0.0032559398533017095
elder,51,8,-0.15124396078058439
elder,51,9,-0.28403148908774917
elder,51,10,-0.39030165515531834
elder,51,11,-0.46444107753336666
elder,51,12,-0.5156477519964978
elder,51,13,-0.5438610412762567
elder,51,14,-0.5474970435442451
elder,51,15,-0.5318380039277592
elder,51,16,-0.5041177679572971
elder,51,17,-0.44255435989739383
elder,51,18,-0.3665828294446535
elder,51,19,-0.28686305936939077
elder,51,20,-0.21222476379948885
elder,51,21,-0.13001074864244108
elder,51,22,-0.04359411165879691
elder,51,23,0.04071503650596982
elder,51,24,0.11857855018952485
elder,52,0,1.0
elder,52,1,0.6994009047527481
elder,52,2,0.48492056611428136
elder,52,3,0.35519897139228424
elder,52,4,0.27595028497794416
elder,52,5,0.20166046505310675
elder,52,6,0.12689248042705636
elder,52,7,0.023621613668042843
elder,52,8,-0.08725119450436439
elder,52,9,-0.1313981295382764
elder,52,10,-0.15036706953304535
elder,52,11,-0.16619973328513574
elder,52,12,-0.20487506669225453
elder,52,13,-0.20724527515655677
elder,52,14,-0.16349050966982148
elder,52,15,-0.09387944893985956
elder,52,16,-0.06723782328320298
elder,52,17,-0.05493096176815332
elder,52,18,-0.022117868539765113
elder,52,19,-0.009588062593360638
elder,52,20,-0.0065264497985975676
elder,52,21,0.016284021726443224
elder,52,22,-0.031765456200943905
elder,52,23,-0.05388831128610829
elder,52,24,-0.07202023268555911
elder,53,0,1.0
elder,53,1,0.6421439845081354
elder,53,2,0.3294157235674872
elder,53,3,0.19721178026644975
elder,53,4,0.1140343012578807
elder,53,5,0.09060927697120144
elder,53,6,0.06662491836764234
elder,53,7,0.03343205108772672
elder,53,8,-0.008424358004839136
elder,53,9,0.018484150206374304
elder,53,10,0.04506199028759955
elder,53,11,0.04130604884198094
elder,53,12,0.01585449274120217
elder,53,13,-0.05421536571704944
elder,53,14,-0.06662864939147714
elder,53,15,-0.04317626075481233
elder,53,16,-0.021868790677875186
elder,53,17,-0.04701036969313037
elder,53,18,-0.1443632211553128
elder,53,19,-0.18729416116837128
elder,53,20,-0.16234521568032617
elder,53,21,-0.07717162319261281
elder,53,22,-0.07085084323100531
elder,53,23,-0.10491345407219
elder,53,24,-0.14314121852652886
elder,54,0,1.0
elder,54,1,0.4291531991654923
elder,54,2,0.3492577917093487
elder,54,3,0.44916988940790525
elder,54,4,-0.08428468405516322
elder,54,5,0.028124042867052484
elder,54,6,0.029268525657757175
elder,54,7,-0.25818525293769473
elder,54,8,-0.031950641131236225
elder,54,9,-0.095757163258333
elder,54,10,-0.17009449702798504
elder,54,11,-0.004681927593538885
elder,54,12,-0.137339997783504
elder,54,13,-0.12931151139318617
elder,54,14,-0.139695921949816
elder,54,15,-0.2364804535799793
elder,54,16,-0.1342295461069711
elder,54,17,-0.16901395721590753
elder,54,18,-0.15182489592404838
elder,54,19,-0.0016474799110970243
elder,54,20,-0.03765487319475389
elder,54,21,0.019280003199249447
elder,54,22,0.04311098921873427
elder,54,23,-0.0507791175127404
elder,54,24,0.004464681307885846
elder,55,0,1.0
elder,55,1,0.06440620239508779
elder,55,2,0.6242118028618117
elder,55,3,-0.11243316390334687
elder,55,4,0.20687911555604013
elder,55,5,-0.1753045068161947
elder,55,6,-0.07265719825200975
elder,55,7,-0.17927866887894597
elder,55,8,-0.16681677599469613
elder,55,9,-0.1037989522763271
elder,55,10,-0.09157026404022513
elder,55,11,-0.05426398875843299
elder,55,12,-0.01911178593658125
elder,55,13,-0.027263458765864525
elder,55,14,0.04641660528392176
elder,55,15,-0.048813062698435446
elder,55,16,0.06832011936927751
elder,55,17,-0.07292840768899281
elder,55,18,0.09986022360731463
elder,55,19,-0.050942142493994286
elder,55,20,0.01353399691077083
elder,55,21,-0.08507910262905352
elder,55,22,-0.08351189636051792
elder,55,23,-0.08708150621239871
elder,55,24,-0.1271270360140913
elder,56,0,1.0
elder,56,1,0.627178812447274
elder,56,2,0.288335012352463
elder,56,3,0.08788956633421298
elder,56,4,0.05462083994170559
elder,56,5,-0.026531898498260546
elder,56,6,-0.04159946617497835
elder,56,7,-0.02174056469912613
elder,56,8,-0.03341298263148369
elder,56,9,-0.09879458789228789
elder,56,10,-0.19979420215747293
elder,56,11,-0.24340965639158538
elder,56,12,-0.24640946689108617
elder,56,13,-0.16696592337399965
elder,56,14,-0.10207133487147362
elder,56,15,-0.08664824748626497
elder,56,16,-0.13746473357826222
elder,56,17,-0.1668666266911027
elder,56,18,-0.18551081305233424
elder,56,19,-0.15033724562649695
elder,56,20,-0.10308100073602956
elder,56,21,-0.05981393874370414
elder,56,22,0.014978727594451454
elder,56,23,0.09264767006618152
elder,56,24,0.1121790831139052
elder,57,0,1.0
elder,57,1,0.5745215333099595
elder,57,2,0.11999171062346933
elder,57,3,-0.03207784273145236
elder,57,4,0.08742803054038628
elder,57,5,0.2294864364705761
elder,57,6,0.07237076732502945
elder,57,7,-0.19553450112680346
elder,57,8,-0.33317937783769025
elder,57,9,-0.22070778543737096
elder,57,10,-0.053022806291291046
elder,57,11,-0.04962134301376273
elder,57,12,-0.20750013107415813
elder,57,13,-0.2674373021569209
elder,57,14,-0.13376198933866645
elder,57,15,0.015423662303301765
elder,57,16,0.02666867974925895
elder,57,17,-0.06848690395443861
elder,57,18,-0.19651472817830629
elder,57,19,-0.14705856723042515
elder,57,20,0.01987911154963953
elder,57,21,0.11141376620272854
elder,57,22,0.11338257841259418
elder,57,23,0.0669537464847409
elder,57,24,0.04318190018013281
elder,58,0,1.0
elder,58,1,0.22313086339929217
elder,58,2,0.3271097708689736
elder,58,3,-0.05771203748075838
elder,58,4,-0.07922021337194625
elder,58,5,-0.023853784138940983
elder,58,6,-0.12601854687883035
elder,58,7,0.0046319194501424936
elder,58,8,-0.12879115395335747
elder,58,9,-0.0369714194733915
elder,58,10,-0.2027836998900857
elder,58,11,-0.11933541418338271
elder,58,12,-0.17392914214844524
elder,58,13,-0.0839528625909524
elder,58,14,-0.04785801566378713
elder,58,15,-0.0816092942832016
elder,58,16,0.087934149890191
elder,58,17,0.04471207692984068
elder,58,18,0.16698991397600518
elder,58,19,0.06431453866624721
elder,58,20,0.04553159424827525
elder,58,21,0.08413819793273432
elder,58,22,0.008864480133721358
elder,58,23,0.13016050970874193
elder,58,24,-0.023595742095059477
elder,59,0,1.0
elder,59,1,0.6862477320354753
elder,59,2,0.418115640292944
elder,59,3,0.1926969192059927
elder,59,4,0.12321792729318623
elder,59,5,0.1533929987603138
elder,59,6,0.1484902064530574
elder,59,7,0.06814123312368317
elder,59,8,-0.08855294939825978
elder,59,9,-0.1736053497473539
elder,59,10,-0.19804199020774144
elder,59,11,-0.1581418883677109
elder,59,12,-0.13757527872827988
elder,59,13,-0.09969063024100669
elder,59,14,-0.14952813215496205
elder,59,15,-0.12915066799756933
elder,59,16,-0.10505968369929919
elder,59,17,-0.0607255387790767
elder,59,18,-0.01826040512854408
elder,59,19,-0.03916729877822399
elder,59,20,-0.07989209544495166
elder,59,21,-0.052095903955151686
elder,59,22,-0.0020362169952355454
elder,59,23,0.07322258091416083
elder,59,24,0.060359212233392655
elder,60,0,1.0
elder,60,1,0.8218311185080805
elder,60,2,0.6503708092544556
elder,60,3,0.47213121503258276
elder,60,4,0.33585954484254404
elder,60,5,0.23539518670570414
elder,60,6,0.14732960620969332
elder,60,7,0.07969608414395395
elder,60,8,0.052503442774087576
elder,60,9,0.022658162565576154
elder,60,10,-0.01020592626143231
elder,60,11,-0.053391685069894224
elder,60,12,-0.08715140104957449
elder,60,13,-0.14412367299471984
elder,60,14,-0.18861059975729144
elder,60,15,-0.23270778322186678
elder,60,16,-0.28252825824023436
elder,60,17,-0.2946816106057639
elder,60,18,-0.2792584092321121
elder,60,19,-0.2407120490166205
elder,60,20,-0.20341532003310162
elder,60,21,-0.17757581087516322
elder,60,22,-0.16270880789577824
elder,60,23,-0.1496535873242328
elder,60,24,-0.17215793622547693
elder,61,0,1.0
elder,61,1,0.7683435207472517
elder,61,2,0.5480652717307233
elder,61,3,0.31820322578693866
elder,61,4,0.15945377541775937
elder,61,5,0.06154040111733097
elder,61,6,-0.04981194588978943
elder,61,7,-0.1344403580651054
elder,61,8,-0.18073984322011719
elder,61,9,-0.19656990869327517
elder,61,10,-0.18468661654484803
elder,61,11,-0.17957252043387412
elder,61,12,-0.1524954603197556
elder,61,13,-0.11262841569147711
elder,61,14,-0.08437844282118091
elder,61,15,-0.032572958428642364
elder,61,16,-0.036076667614428896
elder,61,17,-0.052264741707971796
elder,61,18,-0.0703698868016027
elder,61,19,-0.09062026555753587
elder,61,20,-0.1004339840069171
elder,61,21,-0.13374305251791294
elder,61,22,-0.17267665207523128
elder,61,23,-0.20712203172090798
elder,61,24,-0.20502777222463517
elder,62,0,1.0
elder,62,1,0.7800534954790673
elder,62,2,0.5797044484954006
elder,62,3,0.3670274513107444
elder,62,4,0.2095039973060807
elder,62,5,0.10990885612002216
elder,62,6,0.002268810491678697
elder,62,7,-0.08217875671403599
elder,62,8,-0.13270474793760603
elder,62,9,-0.13892630204360085
elder,62,10,-0.12722381622695145
elder,62,11,-0.11666166702365224
elder,62,12,-0.12523008304557418
elder,62,13,-0.14320773619939453
elder,62,14,-0.13371749993497917
elder,62,15,-0.13050619880761372
elder,62,16,-0.1069733280677764
elder,62,17,-0.05979970557105144
elder,62,18,-0.04262926083584899
elder,62,19,-0.04189419099120831
elder,62,20,-0.024148138890811903
elder,62,21,-0.05259808138141892
elder,62,22,-0.049140183668750094
elder,62,23,-0.05283961779782688
elder,62,24,-0.05245915557098726
