Group,ICA,GMV
Younger,CC_4,0.49399648651932226
Younger,CC_5,0.3359100502548796
Younger,CC_6,0.0
Younger,CC_7,0.4568507219805862
Younger,CC_8,0.43405751206658105
Younger,CC_9,0.43469559423851245
Younger,CC_10,0.37433481667981006
Younger,CC_11,0.5297855481956945
Younger,CC_12,0.11514447810071887
Younger,CC_13,0.28297318743936944
Younger,CC_14,0.33768647457614087
Younger,CC_15,0.28261241271640314
Younger,CC_16,0.2225727734692169
Younger,CC_17,0.3796902619528048
Younger,CC_18,0.17624576254324478
Younger,AUD_1,0.5099731584390005
Younger,AUD_2,0.44780120163252857
Younger,AUD_3,0.48825305609992053
Younger,AUD_4,0.5625631755048578
Younger,AUD_5,0.5456602907542026
Younger,AUD_6,0.5583529978087454
Younger,DMN_1,0.4421989746165998
Younger,DMN_2,9.26661378176551e-07
Younger,DMN_3,0.0751307179982012
Younger,DMN_4,0.319549664403453
Younger,DMN_5,0.3780914599245245
Younger,DMN_6,0.3912536140644189
Younger,DMN_7,0.2748851762576537
Younger,DMN_8,0.38032071698795666
Younger,DMN_9,0.39811316945336084
Younger,DMN_10,0.3447145422299703
Younger,DMN_11,0.12652113153175873
Younger,SMN_1,0.25712017353736993
Younger,SMN_2,0.2975570031187751
Younger,SMN_3,0.31561500737161347
Younger,SMN_4,0.2282677274761778
Younger,SMN_5,0.2663321458932125
Younger,SMN_6,0.39766472668358777
Younger,VIS_1,0.2786440989284804
Younger,VIS_2,0.4126356641451518
Younger,VIS_3,0.4255708609566544
Younger,VIS_4,0.3007504064025301
Younger,VIS_5,0.4107134739557902
Younger,VIS_6,0.26818643374876544
Younger,VIS_7,0.5790060740528684
Younger,VIS_8,0.5550872936393275
Younger,VIS_9,0.36711276932196185
Younger,VIS_10,0.45233400572430005
Younger,VIS_11,0.4733911870103894
Younger,VIS_12,0.32123713421099115
Younger,SC_1,0.00014111508249753211
Younger,SC_2,0.326992417826797
Younger,SC_3,0.0024195659332855775
Younger,SC_4,0.3651828404628869
Younger,SC_5,0.37103591633565497
Younger,SC_6,0.428106938347672
Younger,SC_7,0.42128657391577057
Younger,CC_1,0.38052207863692084
Younger,CC_2,0.39006838924957044
Younger,CC_3,0.13701607557860288
Younger,CC_4,0.43460431694984436
Younger,CC_5,0.28012366683194134
Younger,CC_6,0.0
Younger,CC_7,0.3592498311490724
Younger,CC_8,0.37053267070741364
Younger,CC_9,0.31490267858360754
Younger,CC_10,0.3198148463711594
Younger,CC_11,0.35521997827472107
Younger,CC_12,0.14463138986717572
Younger,CC_13,0.29958046159961005
Younger,CC_14,0.20431985480315756
Younger,CC_15,0.2342230962081389
Younger,CC_16,0.202164322589383
Younger,CC_17,0.3453562498995752
Younger,CC_18,0.1823681683251352
Younger,AUD_1,0.3740803129745252
Younger,AUD_2,0.3624355513038057
Younger,AUD_3,0.3728485035173821
Younger,AUD_4,0.40805841756589484
Younger,AUD_5,0.48765470042373193
Younger,AUD_6,0.482132355372111
Younger,DMN_1,0.6275684345852245
Younger,DMN_2,3.924306348431738e-06
Younger,DMN_3,0.147159925690203
Younger,DMN_4,0.41288837700179126
Younger,DMN_5,0.5161979686130177
Younger,DMN_6,0.5475276112556458
Younger,DMN_7,0.4441495113300555
Younger,DMN_8,0.5434734658761458
Younger,DMN_9,0.5452886350227125
Younger,DMN_10,0.527751854874871
Younger,DMN_11,0.15697311700293512
Younger,SMN_1,0.34768813848495483
Younger,SMN_2,0.47819176045331085
Younger,SMN_3,0.3736271822091305
Younger,SMN_4,0.282562976082166
Younger,SMN_5,0.39706228537993
Younger,SMN_6,0.46784582101937494
Younger,VIS_1,0.3753008183204766
Younger,VIS_2,0.5315831845456903
Younger,VIS_3,0.4408488553581816
Younger,VIS_4,0.4525444634032972
Younger,VIS_5,0.5215886144927053
Younger,VIS_6,0.36979050347299286
Younger,VIS_7,0.5988089388067072
Younger,VIS_8,0.6197615843830686
Younger,VIS_9,0.5965410064567219
Younger,VIS_10,0.4356210647207318
Younger,VIS_11,0.5529824856555823
Younger,VIS_12,0.43489013747735455
Younger,SC_1,0.00029472114097602156
Younger,SC_2,0.367784680742206
Younger,SC_3,0.005779647026704906
Younger,SC_4,0.48901934063795843
Younger,SC_5,0.5207836609898191
Younger,SC_6,0.617253718954144
Younger,SC_7,0.4833155491135337
Younger,CC_1,0.5628537969155745
Younger,CC_2,0.46223413853934314
Younger,CC_3,0.16108325665647333
Younger,CC_4,0.5136383925423478
Younger,CC_5,0.49927944757721643
Younger,CC_6,0.0
Younger,CC_7,0.39229204257329303
Younger,CC_8,0.3572300622860591
Younger,CC_9,0.4498916674743999
Younger,CC_10,0.476638447154652
Younger,CC_11,0.5096450005516862
Younger,CC_12,0.1871533700914094
Younger,CC_13,0.4058319330215454
Younger,CC_14,0.3711340815731973
Younger,CC_15,0.2729022949934006
Younger,CC_16,0.23197366003737305
Younger,CC_17,0.37219984558495606
Younger,CC_18,0.16676290920286468
Younger,AUD_1,0.5824168848268914
Younger,AUD_2,0.4301293392976125
Younger,AUD_3,0.5570774195772229
Younger,AUD_4,0.6075813372929891
Younger,AUD_5,0.621212337956284
Younger,AUD_6,0.6300734209291863
Younger,DMN_1,0.6992314819133643
Younger,DMN_2,1.2938929521346474e-06
Younger,DMN_3,0.2577353422388886
Younger,DMN_4,0.4053854797825669
Younger,DMN_5,0.4566675541978894
Younger,DMN_6,0.5044629962155314
Younger,DMN_7,0.3427402955113035
Younger,DMN_8,0.5508822220744509
Younger,DMN_9,0.6356023495847528
Younger,DMN_10,0.5188605135137384
Younger,DMN_11,0.21397836370901627
Younger,SMN_1,0.32858478661739465
Younger,SMN_2,0.3990237893480243
Younger,SMN_3,0.43584715687867365
Younger,SMN_4,0.2727451491536516
Younger,SMN_5,0.3826464929363944
Younger,SMN_6,0.3728809745022745
Younger,VIS_1,0.3972244416222428
Younger,VIS_2,0.5878509852019224
Younger,VIS_3,0.5338392700209762
Younger,VIS_4,0.40124115347862244
Younger,VIS_5,0.5022159363284255
Younger,VIS_6,0.33320041768478625
Younger,VIS_7,0.6517604426904158
Younger,VIS_8,0.6601537484111208
Younger,VIS_9,0.49555355761990405
Younger,VIS_10,0.5797817815433849
Younger,VIS_11,0.33007367903536017
Younger,VIS_12,0.3545400220336336
Younger,SC_1,0.0004871235182552923
Younger,SC_2,0.46735114762277313
Younger,SC_3,0.002729603645892701
Younger,SC_4,0.380315385984652
Younger,SC_5,0.4568443614425081
Younger,SC_6,0.4949395783019788
Younger,SC_7,0.530257806633458
Younger,CC_1,0.5671250476981654
Younger,CC_2,0.4662199887362393
Younger,CC_3,0.13789996527361148
Younger,CC_4,0.5145499037973809
Younger,CC_5,0.3745708962281545
Younger,CC_6,0.0
Younger,CC_7,0.47091789769403863
Younger,CC_8,0.41991673635713983
Younger,CC_9,0.5367742280165354
Younger,CC_10,0.4948583082719283
Younger,CC_11,0.44088592493172846
Younger,CC_12,0.22880201493248795
Younger,CC_13,0.4120741269805215
Younger,CC_14,0.31216980110515247
Younger,CC_15,0.2734424444762143
Younger,CC_16,0.29114347380219086
Younger,CC_17,0.42591854658993805
Younger,CC_18,0.1875730019175645
Younger,AUD_1,0.47946438373941364
Younger,AUD_2,0.36492853363355
Younger,AUD_3,0.4925405356017026
Younger,AUD_4,0.5298240798892397
Younger,AUD_5,0.5126212925621958
Younger,AUD_6,0.4952244550892801
Younger,DMN_1,0.6083601460312352
Younger,DMN_2,2.0268857599991077e-06
Younger,DMN_3,0.1053394517212203
Younger,DMN_4,0.2876714951161182
Younger,DMN_5,0.4819220647667394
Younger,DMN_6,0.5824956406246532
Younger,DMN_7,0.5003563355315815
Younger,DMN_8,0.5676524404323462
Younger,DMN_9,0.6792266964912415
Younger,DMN_10,0.6968704100811121
Younger,DMN_11,0.2209426878076611
Younger,SMN_1,0.34636193694490375
Younger,SMN_2,0.40773643508101953
Younger,SMN_3,0.38792803251382074
Younger,SMN_4,0.27183435315435583
Younger,SMN_5,0.46740853334918164
Younger,SMN_6,0.3663223521275954
Younger,VIS_1,0.4038115450830171
Younger,VIS_2,0.5416076941923662
Younger,VIS_3,0.6082946748444529
Younger,VIS_4,0.4806091171322447
Younger,VIS_5,0.5508142113685608
Younger,VIS_6,0.5133982996145884
Younger,VIS_7,0.6891193389892578
Younger,VIS_8,0.6685710946718851
Younger,VIS_9,0.4822332299116886
Younger,VIS_10,0.5214599605762598
Younger,VIS_11,0.32554552229967987
Younger,VIS_12,0.3376263307802605
Younger,SC_1,0.0009215204768362596
Younger,SC_2,0.4771174896847118
Younger,SC_3,0.0039005724053519466
Younger,SC_4,0.5734045523585696
Younger,SC_5,0.50940617648038
Younger,SC_6,0.6375928069605972
Younger,SC_7,0.5083227771701235
Younger,CC_1,0.42591506603992346
Younger,CC_2,0.5845849586255623
Younger,CC_3,0.129663065978975
Younger,CC_4,0.5348711465344285
Younger,CC_5,0.5141284384510734
Younger,CC_6,0.0
Younger,CC_7,0.4276877117879463
Younger,CC_8,0.37619492998628906
Younger,CC_9,0.5611623868797765
Younger,CC_10,0.49834497769673664
Younger,CC_11,0.5359164828603918
Younger,CC_12,0.17792328266483365
Younger,CC_13,0.3799476009426695
Younger,CC_14,0.2885844594601429
Younger,CC_15,0.26618283129099646
Younger,CC_16,0.2367390181982156
Younger,CC_17,0.3896595108689684
Younger,CC_18,0.1547722780343258
Younger,AUD_1,0.5371098012635203
Younger,AUD_2,0.40153018181974237
Younger,AUD_3,0.5597024415478562
Younger,AUD_4,0.5604649032607223
Younger,AUD_5,0.4965910685784889
Younger,AUD_6,0.5137214651613524
Younger,DMN_1,0.6512607372168339
Younger,DMN_2,1.1289372158454072e-06
Younger,DMN_3,0.0599007953071233
Younger,DMN_4,0.3212382603775371
Younger,DMN_5,0.4422441540342389
Younger,DMN_6,0.5488309318369086
Younger,DMN_7,0.3516729302478559
Younger,DMN_8,0.45981732191461505
Younger,DMN_9,0.5592469609144962
Younger,DMN_10,0.43484615647431574
Younger,DMN_11,0.11927855308308746
Younger,SMN_1,0.2431359471696796
Younger,SMN_2,0.3190939688321316
Younger,SMN_3,0.33949798435875866
Younger,SMN_4,0.25703882764686237
Younger,SMN_5,0.3042255432316751
Younger,SMN_6,0.33567163348197937
Younger,VIS_1,0.33630235312563
Younger,VIS_2,0.5425916657303319
Younger,VIS_3,0.6081926967158462
Younger,VIS_4,0.3434165228496898
Younger,VIS_5,0.445504420634472
Younger,VIS_6,0.46943469300414575
Younger,VIS_7,0.6087257139610521
Younger,VIS_8,0.6115290847691622
Younger,VIS_9,0.4295898883631735
Younger,VIS_10,0.48092793876474554
Younger,VIS_11,0.5538577473524845
Younger,VIS_12,0.4226664160237168
Younger,SC_1,0.0011872382434155566
Younger,SC_2,0.3429773079626488
Younger,SC_3,0.003876746155473291
Younger,SC_4,0.39455549373771204
Younger,SC_5,0.5311305486794674
Younger,SC_6,0.4778309401237603
Younger,SC_7,0.4702339127208247
Younger,CC_1,0.41061084017609106
Younger,CC_2,0.48671141989303357
Younger,CC_3,0.11989527681108678
Younger,CC_4,0.45665590871464123
Younger,CC_5,0.4138594215566462
Younger,CC_6,0.0
Younger,CC_7,0.4648425524885004
Younger,CC_8,0.41315514210498694
Younger,CC_9,0.4306112284010107
Younger,CC_10,0.43497575864647375
Younger,CC_11,0.4489305525115042
Younger,CC_12,0.18647174740379507
Younger,CC_13,0.31057638291156653
Younger,CC_14,0.2656155869816289
Younger,CC_15,0.27870567549358716
Younger,CC_16,0.21975541069652094
Younger,CC_17,0.388956475890044
Younger,CC_18,0.14498159695755353
Younger,AUD_1,0.41300269600116846
Younger,AUD_2,0.3238343659675483
Younger,AUD_3,0.4114758616144007
Younger,AUD_4,0.5226683860475366
Younger,AUD_5,0.48106253869605786
Younger,AUD_6,0.43893619378407794
Younger,DMN_1,0.5822243004134207
Younger,DMN_2,1.8911106432736604e-06
Younger,DMN_3,0.08847309129707741
Younger,DMN_4,0.34082543353239697
Younger,DMN_5,0.3774443178465872
Younger,DMN_6,0.5299406990860448
Younger,DMN_7,0.3673485382036729
Younger,DMN_8,0.47359521641875757
Younger,DMN_9,0.5738545493646101
Younger,DMN_10,0.5201303164164225
Younger,DMN_11,0.1766775002082189
Younger,SMN_1,0.29493577191323944
Younger,SMN_2,0.31156311613140686
Younger,SMN_3,0.33752162980310846
Younger,SMN_4,0.2577876236402627
Younger,SMN_5,0.34715868668122724
Younger,SMN_6,0.4796371478022951
Younger,VIS_1,0.376831950563373
Younger,VIS_2,0.49292540550231934
Younger,VIS_3,0.5458524796095762
Younger,VIS_4,0.3963300594777772
Younger,VIS_5,0.5566893256071842
Younger,VIS_6,0.36041784286499023
Younger,VIS_7,0.6299083883112128
Younger,VIS_8,0.674768435232567
Younger,VIS_9,0.4458152164112438
Younger,VIS_10,0.552063395579656
Younger,VIS_11,0.3759147253903476
Younger,VIS_12,0.37059933759949426
Younger,SC_1,0.0002545934039517306
Younger,SC_2,0.43302359544869623
Younger,SC_3,0.005338606888527107
Younger,SC_4,0.4053967757658525
Younger,SC_5,0.537902093294895
Younger,SC_6,0.547817256414529
Younger,SC_7,0.5072437786694729
Younger,CC_1,0.4896315679405675
Younger,CC_2,0.4434290844382662
Younger,CC_3,0.1229632469740781
Younger,CC_4,0.418385928327387
Younger,CC_5,0.34159804925774084
Younger,CC_6,0.0
Younger,CC_7,0.4437949332323941
Younger,CC_8,0.37450792663025134
Younger,CC_9,0.5581214274420883
Younger,CC_10,0.40384411902138684
Younger,CC_11,0.3864033276384527
Younger,CC_12,0.17459720779548993
Younger,CC_13,0.38599982586773957
Younger,CC_14,0.31703234034957306
Younger,CC_15,0.2655968331929409
Younger,CC_16,0.22167261893099005
Younger,CC_17,0.3369059047915719
Younger,CC_18,0.15863712109399564
Younger,AUD_1,0.4696538737325957
Younger,AUD_2,0.3743398234699712
Younger,AUD_3,0.4764865085934148
Younger,AUD_4,0.4956207952716134
Younger,AUD_5,0.4757877633427129
Younger,AUD_6,0.4573090880206137
Younger,DMN_1,0.6845930453502771
Younger,DMN_2,1.5364805791309974e-06
Younger,DMN_3,0.15413874726403842
Younger,DMN_4,0.39780013037450385
Younger,DMN_5,0.4005723171161883
Younger,DMN_6,0.49654082637844665
Younger,DMN_7,0.4724866576267011
Younger,DMN_8,0.49224413524974475
Younger,DMN_9,0.5847741798921064
Younger,DMN_10,0.534619744979974
Younger,DMN_11,0.20066447059313455
Younger,SMN_1,0.30590472347808606
Younger,SMN_2,0.4367356246167963
Younger,SMN_3,0.3991325651154374
Younger,SMN_4,0.31758544571471936
Younger,SMN_5,0.48488343394163885
Younger,SMN_6,0.5549699907953088
Younger,VIS_1,0.46899049300135986
Younger,VIS_2,0.537414059494481
Younger,VIS_3,0.5013998042453419
Younger,VIS_4,0.42613955609726184
Younger,VIS_5,0.602941688263055
Younger,VIS_6,0.3795211613178253
Younger,VIS_7,0.682180561802604
Younger,VIS_8,0.6276777133797155
Younger,VIS_9,0.4306068880991502
Younger,VIS_10,0.4529993073506789
Younger,VIS_11,0.44998922131278296
Younger,VIS_12,0.3782404606992548
Younger,SC_1,0.03159582871717937
Younger,SC_2,0.4593837053486795
Younger,SC_3,0.004616371670360395
Younger,SC_4,0.4824679241035924
Younger,SC_5,0.5029669837518171
Younger,SC_6,0.5493683562134252
Younger,SC_7,0.511523116718639
Younger,CC_1,0.4644878100265156
Younger,CC_2,0.514901188286868
Younger,CC_3,0.1509636394453771
Younger,CC_4,0.5055895619320147
Younger,CC_5,0.5379666333848779
Younger,CC_6,0.0
Younger,CC_7,0.5570203905755823
Younger,CC_8,0.3687363781712272
Younger,CC_9,0.45057976516810333
Younger,CC_10,0.5092600186665853
Younger,CC_11,0.4608507174434084
Younger,CC_12,0.23013361227331738
Younger,CC_13,0.34725636424440326
Younger,CC_14,0.3630157451738011
Younger,CC_15,0.38164423993139557
Younger,CC_16,0.2807577247872497
Younger,CC_17,0.44373155723918567
Younger,CC_18,0.2106596531741547
Younger,AUD_1,0.5766055276899626
Younger,AUD_2,0.4062313482616887
Younger,AUD_3,0.4739908449577563
Younger,AUD_4,0.6520431890632167
Younger,AUD_5,0.5665187880848394
Younger,AUD_6,0.6177908073772084
Younger,DMN_1,0.6213486483602813
Younger,DMN_2,1.1115974649308324e-06
Younger,DMN_3,0.1409093870809584
Younger,DMN_4,0.33766302014842176
Younger,DMN_5,0.40559290033398254
Younger,DMN_6,0.5066419740517935
Younger,DMN_7,0.3199308744885705
Younger,DMN_8,0.46775917121858307
Younger,DMN_9,0.5884956121444702
Younger,DMN_10,0.5190354188283285
Younger,DMN_11,0.12450541668769086
Younger,SMN_1,0.26581955497915094
Younger,SMN_2,0.35449536460818665
Younger,SMN_3,0.27536505460739136
Younger,SMN_4,0.2398309712157105
Younger,SMN_5,0.4165563646591071
Younger,SMN_6,0.392718027938496
Younger,VIS_1,0.36865252707943774
Younger,VIS_2,0.5040598818750093
Younger,VIS_3,0.4423187618905848
Younger,VIS_4,0.4082958743427739
Younger,VIS_5,0.4537105316465551
Younger,VIS_6,0.45519928047151276
Younger,VIS_7,0.7308663761976993
Younger,VIS_8,0.640050981983994
Younger,VIS_9,0.3930698335170746
Younger,VIS_10,0.47224462122628186
Younger,VIS_11,0.3565180951898748
Younger,VIS_12,0.37248974857908307
Younger,SC_1,0.0006071111177637553
Younger,SC_2,0.3909548954530196
Younger,SC_3,0.002682131959855641
Younger,SC_4,0.42738811084718414
Younger,SC_5,0.4904504526745189
Younger,SC_6,0.4499039658994386
Younger,SC_7,0.49782219619461987
Younger,CC_1,0.41247518496079877
Younger,CC_2,0.4918332677898985
Younger,CC_3,0.11117135891408632
Younger,CC_4,0.49342239264285925
Younger,CC_5,0.35899674440875196
Younger,CC_6,0.0
Younger,CC_7,0.5355866768143394
Younger,CC_8,0.36550456420941785
Younger,CC_9,0.38427475365725433
Younger,CC_10,0.39042826583891205
Younger,CC_11,0.4755787867488283
Younger,CC_12,0.1649313959659952
Younger,CC_13,0.36690244349566375
Younger,CC_14,0.30801582923441223
Younger,CC_15,0.2978670583529906
Younger,CC_16,0.23336633814103674
Younger,CC_17,0.39256675225315674
Younger,CC_18,0.17619079532045306
Younger,AUD_1,0.5033276315891382
Younger,AUD_2,0.3885444366570675
Younger,AUD_3,0.49634704355037573
Younger,AUD_4,0.5288858070518031
Younger,AUD_5,0.4673412035812031
Younger,AUD_6,0.5174123292619531
Younger,DMN_1,0.5886152224107222
Younger,DMN_2,1.7623514946375385e-06
Younger,DMN_3,0.1280748595794042
Younger,DMN_4,0.33470201176224335
Younger,DMN_5,0.3638560618415023
Younger,DMN_6,0.47252368294831476
Younger,DMN_7,0.34314704528360657
Younger,DMN_8,0.47788261373837787
Younger,DMN_9,0.5225690404574076
Younger,DMN_10,0.45120601310874475
Younger,DMN_11,0.17569482371662604
Younger,SMN_1,0.24038222522446603
Younger,SMN_2,0.35003740227583685
Younger,SMN_3,0.29201279264507873
Younger,SMN_4,0.2193647406317971
Younger,SMN_5,0.3086686369144555
Younger,SMN_6,0.3864310121897495
Younger,VIS_1,0.3172301049485351
Younger,VIS_2,0.5771184003714359
Younger,VIS_3,0.475436169089693
Younger,VIS_4,0.42087476723121875
Younger,VIS_5,0.49943310383594397
Younger,VIS_6,0.42893952853751904
Younger,VIS_7,0.5979586424249591
Younger,VIS_8,0.61702335061449
Younger,VIS_9,0.39781815897334705
Younger,VIS_10,0.42198555397264886
Younger,VIS_11,0.4218586611025261
Younger,VIS_12,0.26291917038686347
Younger,SC_1,0.0001715350610097768
Younger,SC_2,0.37234430692412634
Younger,SC_3,0.004043575814152559
Younger,SC_4,0.313479561697353
Younger,SC_5,0.4878587009328784
