sigmas,rho,intf,F0,Group
0.96,"[9.22139363e-03 1.58367412e-03 4.91139444e-04 ... 9.02092855e-05
 1.80418571e-04 2.00465079e-04]",24.964653216432346,0.0003117432443268384,Young
0.97,[0.00921816 0.00205405 0.00068134 ... 0.00063124 0.00058114 0.00056111],55.858704410080755,0.00040181156879051763,Young
0.84,"[7.83326480e-03 1.20357462e-03 3.20953231e-04 ... 7.02085193e-05
 6.01787308e-05 5.01489424e-05]",5.625216992004481,7.617624344302574e-05,Young
0.91,"[8.46776624e-03 1.52680957e-03 3.71657593e-04 ... 1.00447998e-04
 1.00447998e-04 5.02239990e-05]",9.15330545989501,0.00014701568997729894,Young
0.92,"[8.96511011e-03 1.47083838e-03 4.40250943e-04 ... 1.20068439e-04
 5.00285163e-05 2.00114065e-05]",9.005322508650284,0.00011264420719810313,Young
0.78,[0.00827921 0.00143333 0.00032074 ... 0.00024056 0.0001704  0.00022051],3.6518762216538097,0.00023686953732659802,Young
0.67,"[6.16702098e-03 8.42324816e-04 1.90525851e-04 ... 6.01660583e-05
 6.01660583e-05 6.01660583e-05]",2.465265432035359,4.333961734386888e-05,Elderly
0.71,"[6.98866595e-03 1.12139052e-03 1.90235893e-04 ... 3.00372462e-05
 2.00248308e-05 4.00496616e-05]",2.5796376991088765,4.4034602907605885e-05,Elderly
0.65,"[6.16968128e-03 9.22944192e-04 1.50480031e-04 ... 6.01920125e-05
 3.00960063e-05 5.01600104e-05]",2.325698500045401,4.598669756523283e-05,Elderly
0.81,"[7.47254066e-03 1.28043535e-03 2.80095232e-04 ... 4.00136046e-05
 7.00238081e-05 8.00272093e-05]",4.138284761102021,6.575235580097283e-05,Elderly
0.7,"[6.79292096e-03 8.60369959e-04 2.50107546e-04 ... 7.00301129e-05
 4.00172074e-05 5.00215092e-05]",2.6049679281383433,4.302850225597022e-05,Elderly
0.82,"[7.70863367e-03 9.81098831e-04 2.80313952e-04 ... 1.00112126e-04
 9.01009130e-05 1.00112126e-04]",4.3919878247130315,6.214960756046791e-05,Elderly
0.68,"[6.81825008e-03 9.21114549e-04 1.40169605e-04 ... 2.00242293e-05
 2.00242293e-05 6.00726880e-05]",2.5320008087648183,4.437369216752318e-05,Elderly
0.84,"[8.10393877e-03 1.39239492e-03 2.80482430e-04 ... 4.00689185e-05
 6.01033778e-05 7.01206074e-05]",5.598701518573429,7.358656889850507e-05,Elderly
0.65,"[6.32434874e-03 7.12744065e-04 1.60618381e-04 ... 2.00772976e-05
 3.01159464e-05 5.01932440e-05]",2.3083418604464834,3.725342568890276e-05,Elderly
0.85,"[8.22872245e-03 1.40148557e-03 3.50371394e-04 ... 3.00318337e-05
 4.00424450e-05 9.00955012e-05]",6.085992939440757,8.669189340701124e-05,Elderly
0.8,[0.00818759 0.00117396 0.00023078 ... 0.00073247 0.000592   0.000592  ],3.988039705322077,0.0004093093725856137,Elderly
0.86,[0.00797883 0.00129305 0.0003408  ... 0.00053125 0.0005914  0.00057135],5.509224938277009,0.00039839020087406303,Elderly
0.77,[0.00732189 0.00096288 0.00014042 ... 0.0003009  0.00047141 0.00042126],2.7858640959750387,0.00032474097551679425,Elderly
0.81,[0.00755257 0.00130044 0.00034012 ... 0.00012004 0.00010003 0.00011004],4.910474716785253,6.225116539623509e-05,Elderly
0.63,"[6.37306478e-03 9.01848790e-04 2.40493011e-04 ... 1.00205421e-05
 4.00821684e-05 6.01232527e-05]",2.0782087499724167,3.319805601483023e-05,Elderly
0.81,"[8.22159245e-03 1.24175087e-03 2.40338878e-04 ... 3.00423597e-05
 3.00423597e-05 3.00423597e-05]",4.713597652098394,7.141068907159015e-05,Elderly
0.74,"[7.22382863e-03 1.06056210e-03 3.00159084e-04 ... 3.00159084e-05
 7.00371197e-05 6.00318169e-05]",3.1581801301750203,6.983701361721726e-05,Elderly
0.97,[0.00961423 0.00188279 0.00048071 ... 0.00050074 0.00065096 0.00055082],21.439327137505703,0.0007506309337820062,Elderly
0.68,"[6.36048075e-03 7.72487409e-04 1.40452256e-04 ... 3.00969121e-05
 2.00646080e-05 4.01292161e-05]",2.7261088859950418,5.596019181765294e-05,Elderly
0.74,"[7.06019215e-03 1.02292557e-03 2.80803097e-04 ... 6.01720922e-05
 1.00286820e-04 6.01720922e-05]",3.0490822576489984,6.367210221232812e-05,Elderly
0.8,"[7.34315756e-03 1.12048181e-03 2.80120452e-04 ... 2.00086037e-05
 2.00086037e-05 0.00000000e+00]",3.67285216471855,8.734755945056343e-05,Elderly
0.71,"[6.82299349e-03 8.42840372e-04 2.10710093e-04 ... 3.01014419e-05
 1.00338140e-05 2.00676279e-05]",4.297844317843149,4.430932241654385e-05,Elderly
0.74,"[6.56083593e-03 8.74108309e-04 1.90897217e-04 ... 6.02833317e-05
 5.02361097e-05 3.01416658e-05]",3.5390062610620694,6.386014267055164e-05,Elderly
0.8,[0.00755035 0.00120484 0.00021085 ... 0.00011044 0.00013052 0.00011044],3.7639920280514194,5.986063977188268e-05,Elderly
0.76,"[7.23635416e-03 1.10249163e-03 2.30520977e-04 ... 1.00226512e-05
 0.00000000e+00 0.00000000e+00]",4.173509457146678,6.148896506103813e-05,Elderly
0.86,[0.00850714 0.00134429 0.00024077 ... 0.00045144 0.00044141 0.00049157],6.10300804453331,0.0005095053219771041,Elderly
0.8,"[7.52315973e-03 1.29054203e-03 2.50105044e-04 ... 1.00042018e-05
 3.00126053e-05 4.00168071e-05]",5.188044006943819,7.181016026731162e-05,Elderly
0.74,"[6.76406926e-03 1.04216771e-03 1.30270964e-04 ... 6.01250601e-05
 2.00416867e-05 3.00625301e-05]",3.74166455345004,5.510461760461763e-05,Elderly
0.73,"[6.88364833e-03 9.40498464e-04 2.60137873e-04 ... 1.00053028e-05
 2.00106056e-05 5.00265141e-05]",4.001212903128506,5.438882607782144e-05,Elderly
0.81,"[8.26264405e-03 1.16037132e-03 2.80089629e-04 ... 2.00064020e-05
 1.00032010e-05 1.00032010e-05]",4.619988139655318,7.053257042253539e-05,Elderly
