sigmas,rho,intf,F0,Group
0.95,[0.00918928 0.00201203 0.0006907  ... 0.00025025 0.00026026 0.00027027],15.04345737508816,0.00017474649395889826,Young
0.9,[0.00844318 0.00143564 0.00041162 ... 0.00067264 0.00056221 0.00057225],8.4285856730483,0.0006240424869738063,Young
0.98,[0.00963561 0.00182295 0.00042068 ... 0.00014023 0.00014023 0.00020032],33.58436293989047,0.00046300006009735795,Young
0.92,[0.00902858 0.0015815  0.00045043 ... 0.00035033 0.00036034 0.00036034],10.205846570307331,0.00030771232671037503,Young
0.86,"[8.33366681e-03 1.39061187e-03 3.50154068e-04 ... 3.00132058e-05
 6.00264116e-05 1.40061627e-04]",6.477868814237224,9.332106126695807e-05,Young
0.89,"[8.15037594e-03 1.24310777e-03 4.01002506e-04 ... 2.10526316e-04
 9.02255639e-05 4.01002506e-05]",6.913076339141989,8.965413533834557e-05,Young
0.87,[0.00805779 0.0013865  0.00040188 ... 0.0005124  0.00082386 0.0007033 ],5.436033312418726,0.0006723332429092422,Young
0.96,[0.00856432 0.00145413 0.00033094 ... 0.00143407 0.00129367 0.00127362],17.572497635974937,0.0009161117573909873,Young
0.98,[0.00921332 0.00173062 0.00061022 ... 0.00019007 0.0002801  0.00017006],38.55101764976162,0.0007705674042655351,Young
0.85,[0.00819977 0.00154561 0.00038138 ... 0.00035128 0.00028102 0.00039142],4.564491743361951,0.0004155584772724989,Young
0.95,[0.00894548 0.00148256 0.00048083 ... 0.00051088 0.00058101 0.00064111],23.475339123540106,0.0007032967032967035,Young
0.79,"[7.65313779e-03 1.20049220e-03 2.70110745e-04 ... 6.00246101e-05
 5.00205084e-05 5.00205084e-05]",3.5696183073599377,6.519673065957041e-05,Young
0.88,[0.00840942 0.00147165 0.00041046 ... 0.00012013 0.00016018 0.00017019],8.734829279646194,0.0002143801057184045,Young
0.96,[0.00905036 0.00159359 0.00046104 ... 0.00120271 0.00117264 0.0011125 ],15.299560151266249,0.0008171185166624911,Young
0.97,[0.00948461 0.00147227 0.00041063 ... 0.00058089 0.00045069 0.00047072],32.794832388875555,0.0002845682350820267,Young
0.93,[0.00905526 0.00167467 0.00046129 ... 0.00108302 0.00105294 0.00096269],12.364482026770583,0.0007238094283049715,Young
0.91,[0.00872358 0.00184075 0.00040016 ... 0.00036015 0.00023009 0.00020008],11.931518931893068,0.00020736501965805997,Young
0.81,"[7.67996792e-03 1.07278925e-03 2.50651694e-04 ... 1.30338881e-04
 8.02085422e-05 1.50391017e-04]",3.6914031763083783,0.00022003208341688407,Young
0.96,[0.00896619 0.00142098 0.00037026 ... 0.00041028 0.00041028 0.00049034],23.885359251806406,0.000457835906775675,Young
0.95,[0.00883632 0.00170702 0.00045186 ... 0.00016066 0.00016066 0.00016066],14.468199465693909,0.0002299751980640429,Young
0.97,[0.00928551 0.00160268 0.00043072 ... 0.000601   0.00069115 0.00067112],16.876572878743467,0.000823956006530908,Young
0.98,[0.00916049 0.00185821 0.00060266 ... 0.00234034 0.00241066 0.00228008],12.886202496825774,0.0020181401795938037,Young
0.85,[0.00894503 0.00124209 0.00026044 ... 0.00014024 0.00011019 0.00011019],6.083751837307304,0.00024058418142479352,Young
0.99,[0.00884575 0.00173113 0.00057037 ... 0.0009306  0.00096062 0.0009306 ],38.08161617778811,0.0009198879271526487,Young
0.98,[0.00930484 0.00186498 0.00054145 ... 0.00151404 0.0015341  0.00136364],17.745047636872478,0.0016669006246678641,Young
0.89,[0.00874621 0.00154109 0.0004203  ... 0.00022016 0.00026018 0.00024017],7.007232660096045,0.00021812486865674654,Young
0.98,[0.00927482 0.00186097 0.0003802  ... 0.00021011 0.00024012 0.00029015],34.508697820521064,0.0004348261095769801,Young
1.0,[0.00923508 0.00187103 0.00052029 ... 0.00161089 0.00150083 0.00138076],53.669277318647694,0.0007110310670868971,Young
0.87,"[8.82299982e-03 1.46049657e-03 3.10105436e-04 ... 5.00170058e-05
 1.00034012e-05 2.00068023e-05]",6.964052211971385,0.00010417541964267884,Young
0.8,"[7.53811718e-03 1.08404348e-03 2.71010871e-04 ... 8.02995172e-05
 1.00374396e-04 1.10411836e-04]",4.36206795564658,7.895450028606742e-05,Young
0.94,"[8.66269626e-03 1.78467585e-03 4.71234635e-04 ... 6.01576129e-05
 6.01576129e-05 1.00262688e-04]",12.017235756102968,0.00015451482885159206,Young
0.92,"[8.19548797e-03 1.31408681e-03 3.91216684e-04 ... 7.02183792e-05
 7.02183792e-05 8.02495762e-05]",8.284252088601617,0.00012040445786395656,Young
0.95,"[9.06647410e-03 1.50439283e-03 4.61347134e-04 ... 7.02049986e-05
 8.02342841e-05 1.00292855e-04]",15.918616215585958,0.00018197135636057284,Young
0.79,"[7.38206698e-03 1.28035850e-03 2.90081223e-04 ... 6.00168047e-05
 6.00168047e-05 4.00112031e-05]",4.528316559056371,6.028688032649084e-05,Young
0.97,[0.00886927 0.0014849  0.00040132 ... 0.00084278 0.00087288 0.00066219],33.61047881744568,0.00027309120096317876,Young
0.97,[0.00876322 0.00149396 0.00039104 ... 0.00031082 0.00026069 0.00018048],13.055443758689856,0.00020986614528500518,Young
0.95,[0.00891978 0.00148663 0.00041184 ... 0.00010045 0.00013058 0.00010045],18.248473260997198,0.00020493400566526748,Young
0.92,[0.0083721  0.00129341 0.00037098 ... 0.00027071 0.00028074 0.00032085],16.082659557055166,0.0001292311702895644,Young
0.91,"[8.44957351e-03 1.58554942e-03 3.41194180e-04 ... 8.02809834e-05
 6.02107376e-05 4.01404917e-05]",10.538742128159335,0.00010251881585549393,Young
0.9,"[8.37076563e-03 1.37670455e-03 3.01468150e-04 ... 6.02936300e-05
 8.03915066e-05 6.02936300e-05]",8.32739714741983,0.0001343643544059567,Young
1.0,[0.00952209 0.00171398 0.00046107 ... 0.00252586 0.00270628 0.00272633],17.124307328154135,0.002230063747895115,Young
0.93,[0.00913548 0.0018411  0.00039023 ... 0.0001601  0.00020012 0.00028017],15.081642794163377,0.0001839403642185309,Young
0.96,[0.00910712 0.00177333 0.000531   ... 0.00065122 0.00077145 0.00073137],22.901540934734488,0.0008281068408608187,Young
0.87,"[8.08741634e-03 1.26428593e-03 1.70578260e-04 ... 1.00340153e-04
 8.02721225e-05 4.01360612e-05]",6.133891861673035,0.00012604730034818055,Young
0.97,"[8.98718975e-03 1.67133707e-03 3.90312250e-04 ... 1.10088070e-04
 5.00400320e-05 7.00560448e-05]",21.35687108760415,0.00032855284227381864,Young
0.98,[0.00896277 0.00168428 0.00045115 ... 0.00040102 0.00054138 0.00064163],61.77188414104945,0.00041296894111042114,Young
0.89,[0.00870428 0.00142397 0.00044123 ... 0.00023064 0.00020056 0.0002507 ],8.854551275639794,0.00010345864963247432,Young
0.89,[0.00856106 0.00127313 0.00033081 ... 0.00016039 0.00011027 0.00013032],6.015639169119079,0.00012535838161878242,Young
0.97,[0.00918782 0.0018536  0.00054105 ... 0.00030058 0.00049095 0.00042082],21.720142663025435,0.00035791435384646274,Young
0.85,[0.0082662  0.00127095 0.00023017 ... 0.00020015 0.00016012 0.00015011],6.604754823341659,0.00012723542656992853,Young
0.75,"[7.10817440e-03 1.10126646e-03 2.20253291e-04 ... 4.00460530e-05
 8.00921059e-05 7.00805927e-05]",3.754475648713007,5.2590479050908754e-05,Elderly
0.8,"[7.93293519e-03 1.27047007e-03 2.70099937e-04 ... 6.00222082e-05
 5.00185068e-05 2.00074027e-05]",5.300679476133245,5.6250812800736044e-05,Elderly
0.8,"[7.38003685e-03 1.02138909e-03 2.10285989e-04 ... 2.00272370e-05
 2.00272370e-05 0.00000000e+00]",4.894833230784256,6.326604181687093e-05,Elderly
0.76,"[7.27320151e-03 1.15368024e-03 2.00640042e-04 ... 6.01920125e-05
 8.02560167e-05 9.02880188e-05]",3.3394689482676436,5.975060442812543e-05,Elderly
0.74,"[7.06214689e-03 1.20206756e-03 2.50430741e-04 ... 3.00516889e-05
 4.00689185e-05 3.00516889e-05]",3.331436049811232,8.325319549625463e-05,Elderly
0.77,"[7.28279515e-03 1.17367360e-03 3.00941948e-04 ... 3.00941948e-05
 3.00941948e-05 5.01569914e-05]",3.8465546994976396,4.768926740698392e-05,Elderly
0.8,"[7.61597046e-03 1.13386648e-03 3.21094934e-04 ... 7.02395168e-05
 5.01710834e-05 3.01026500e-05]",5.652111568174439,5.6592982068855446e-05,Elderly
0.69,"[7.13484047e-03 1.08225108e-03 2.00416867e-04 ... 3.00625301e-05
 0.00000000e+00 4.00833734e-05]",1.8923398307663726,4.8731361231361275e-05,Elderly
0.66,"[6.61847164e-03 8.81127844e-04 1.50192246e-04 ... 5.00640820e-05
 1.00128164e-05 0.00000000e+00]",2.375403012240951,3.8579381608458704e-05,Elderly
0.68,"[6.59811568e-03 9.11120678e-04 2.10258618e-04 ... 1.00123151e-05
 1.00123151e-05 3.00369454e-05]",2.672093809182109,3.96487679846211e-05,Elderly
